country,year,food_supply,region
Barbados,1974,2860.0,Latin America & Caribbean
Belarus,1974,,Europe & Central Asia
Belgium,1974,,Europe & Central Asia
Belize,1974,2380.0,Latin America & Caribbean
Benin,1974,1750.0,Sub-Saharan Africa
Bolivia,1974,2060.0,Latin America & Caribbean
Bosnia and Herzegovina,1974,,Europe & Central Asia
Botswana,1974,1870.0,Sub-Saharan Africa
Brazil,1974,2480.0,Latin America & Caribbean
Brunei,1974,2080.0,East Asia & Pacific
Bulgaria,1974,3450.0,Europe & Central Asia
Burkina Faso,1974,1460.0,Sub-Saharan Africa
Cambodia,1974,1900.0,East Asia & Pacific
Cameroon,1974,2360.0,Sub-Saharan Africa
Canada,1974,2970.0,North America
Cape Verde,1974,1680.0,
Central African Republic,1974,2530.0,Sub-Saharan Africa
Chad,1974,1790.0,Sub-Saharan Africa
Chile,1974,2720.0,Latin America & Caribbean
China,1974,1890.0,East Asia & Pacific
Colombia,1974,2250.0,Latin America & Caribbean
"Congo, Rep.",1974,1900.0,Sub-Saharan Africa
Costa Rica,1974,2380.0,Latin America & Caribbean
Cote d'Ivoire,1974,2530.0,
Croatia,1974,,Europe & Central Asia
Cuba,1974,2830.0,Latin America & Caribbean
Cyprus,1974,2420.0,Europe & Central Asia
Czech Republic,1974,,Europe & Central Asia
Denmark,1974,3040.0,Europe & Central Asia
Djibouti,1974,1690.0,Middle East & North Africa
Dominica,1974,1940.0,Latin America & Caribbean
Dominican Republic,1974,2120.0,Latin America & Caribbean
Ecuador,1974,2130.0,Latin America & Caribbean
Egypt,1974,2390.0,Middle East & North Africa
El Salvador,1974,1890.0,Latin America & Caribbean
Estonia,1974,,Europe & Central Asia
Ethiopia,1974,,Sub-Saharan Africa
Fiji,1974,2320.0,East Asia & Pacific
Finland,1974,3150.0,Europe & Central Asia
France,1974,3270.0,Europe & Central Asia
Gabon,1974,2110.0,Sub-Saharan Africa
Gambia,1974,1950.0,
Georgia,1974,,Europe & Central Asia
Germany,1974,3110.0,Europe & Central Asia
Ghana,1974,2140.0,Sub-Saharan Africa
Greece,1974,3360.0,Europe & Central Asia
Grenada,1974,2060.0,Latin America & Caribbean
Guatemala,1974,2040.0,Latin America & Caribbean
Guinea,1974,2130.0,Sub-Saharan Africa
Guinea-Bissau,1974,1610.0,Sub-Saharan Africa
Guyana,1974,2400.0,Latin America & Caribbean
Haiti,1974,1930.0,Latin America & Caribbean
Honduras,1974,2010.0,Latin America & Caribbean
Hungary,1974,3380.0,Europe & Central Asia
Iceland,1974,2950.0,Europe & Central Asia
India,1974,1940.0,South Asia
Indonesia,1974,2090.0,East Asia & Pacific
Iran,1974,2400.0,Middle East & North Africa
Iraq,1974,2150.0,Middle East & North Africa
Ireland,1974,3520.0,Europe & Central Asia
Israel,1974,3220.0,Middle East & North Africa
Italy,1974,3480.0,Europe & Central Asia
Jamaica,1974,2620.0,Latin America & Caribbean
Japan,1974,2740.0,East Asia & Pacific
Jordan,1974,2170.0,Middle East & North Africa
Kazakhstan,1974,,Europe & Central Asia
Kenya,1974,2320.0,Sub-Saharan Africa
Kiribati,1974,2890.0,East Asia & Pacific
Kuwait,1974,2500.0,Middle East & North Africa
Kyrgyz Republic,1974,,Europe & Central Asia
Lao,1974,1950.0,
Latvia,1974,,Europe & Central Asia
Lebanon,1974,2500.0,Middle East & North Africa
Lesotho,1974,2100.0,Sub-Saharan Africa
Liberia,1974,2400.0,Sub-Saharan Africa
Lithuania,1974,,Europe & Central Asia
Luxembourg,1974,,Europe & Central Asia
"Macedonia, FYR",1974,,Europe & Central Asia
Madagascar,1974,2560.0,Sub-Saharan Africa
Malawi,1974,2410.0,Sub-Saharan Africa
Malaysia,1974,2640.0,East Asia & Pacific
Maldives,1974,1810.0,South Asia
Mali,1974,1790.0,Sub-Saharan Africa
Malta,1974,3070.0,Middle East & North Africa
Mauritania,1974,1980.0,Sub-Saharan Africa
Mauritius,1974,2420.0,Sub-Saharan Africa
Mexico,1974,2640.0,Latin America & Caribbean
Moldova,1974,,Europe & Central Asia
Mongolia,1974,2170.0,East Asia & Pacific
Montenegro,1974,,Europe & Central Asia
Morocco,1974,2500.0,Middle East & North Africa
Mozambique,1974,1870.0,Sub-Saharan Africa
Myanmar,1974,1500.0,East Asia & Pacific
Namibia,1974,2160.0,Sub-Saharan Africa
Nepal,1974,1760.0,South Asia
Netherlands,1974,3140.0,Europe & Central Asia
New Zealand,1974,3090.0,East Asia & Pacific
Nicaragua,1974,2010.0,Latin America & Caribbean
Niger,1974,2000.0,Sub-Saharan Africa
Nigeria,1974,1880.0,Sub-Saharan Africa
North Korea,1974,2060.0,East Asia & Pacific
Norway,1974,2980.0,Europe & Central Asia
Oman,1974,,Middle East & North Africa
Pakistan,1974,2330.0,South Asia
Panama,1974,2380.0,Latin America & Caribbean
Paraguay,1974,2470.0,Latin America & Caribbean
Peru,1974,2120.0,Latin America & Caribbean
Philippines,1974,1970.0,East Asia & Pacific
Poland,1974,3520.0,Europe & Central Asia
Portugal,1974,3050.0,Europe & Central Asia
Romania,1974,3140.0,Europe & Central Asia
Russia,1974,,Europe & Central Asia
Rwanda,1974,2140.0,Sub-Saharan Africa
Samoa,1974,2340.0,East Asia & Pacific
Sao Tome and Principe,1974,1880.0,
Saudi Arabia,1974,1680.0,Middle East & North Africa
Senegal,1974,2260.0,Sub-Saharan Africa
Serbia,1974,,Europe & Central Asia
Sierra Leone,1974,2150.0,Sub-Saharan Africa
Slovak Republic,1974,,Europe & Central Asia
Slovenia,1974,,Europe & Central Asia
Solomon Islands,1974,2230.0,East Asia & Pacific
South Africa,1974,2880.0,Sub-Saharan Africa
South Korea,1974,3030.0,East Asia & Pacific
Spain,1974,3080.0,Europe & Central Asia
Sri Lanka,1974,2180.0,South Asia
St. Kitts and Nevis,1974,2280.0,Latin America & Caribbean
St. Lucia,1974,1910.0,Latin America & Caribbean
St. Vincent and the Grenadines,1974,2150.0,Latin America & Caribbean
Sudan,1974,2050.0,Sub-Saharan Africa
Suriname,1974,2230.0,Latin America & Caribbean
Swaziland,1974,2380.0,Sub-Saharan Africa
Sweden,1974,2890.0,Europe & Central Asia
Switzerland,1974,3410.0,Europe & Central Asia
Tajikistan,1974,,Europe & Central Asia
Tanzania,1974,1900.0,Sub-Saharan Africa
Thailand,1974,2270.0,East Asia & Pacific
Timor-Leste,1974,1720.0,East Asia & Pacific
Togo,1974,1930.0,Sub-Saharan Africa
Trinidad and Tobago,1974,2660.0,Latin America & Caribbean
Tunisia,1974,2690.0,Middle East & North Africa
Turkey,1974,3190.0,Europe & Central Asia
Turkmenistan,1974,,Europe & Central Asia
Uganda,1974,2360.0,Sub-Saharan Africa
Ukraine,1974,,Europe & Central Asia
United Arab Emirates,1974,3010.0,Middle East & North Africa
United Kingdom,1974,3120.0,Europe & Central Asia
United States,1974,3030.0,North America
Uruguay,1974,2920.0,Latin America & Caribbean
Uzbekistan,1974,,Europe & Central Asia
Vanuatu,1974,2640.0,East Asia & Pacific
Venezuela,1974,2280.0,Latin America & Caribbean
Vietnam,1974,1970.0,East Asia & Pacific
Yemen,1974,1870.0,Middle East & North Africa
Zambia,1974,2310.0,Sub-Saharan Africa
Zimbabwe,1974,2320.0,Sub-Saharan Africa
Afghanistan,1975,2750.0,South Asia
Albania,1975,2490.0,Europe & Central Asia
Algeria,1975,2060.0,Middle East & North Africa
Angola,1975,1860.0,Sub-Saharan Africa
Antigua and Barbuda,1975,1860.0,Latin America & Caribbean
Argentina,1975,3260.0,Latin America & Caribbean
Armenia,1975,,Europe & Central Asia
Australia,1975,3090.0,East Asia & Pacific
Austria,1975,3140.0,Europe & Central Asia
Azerbaijan,1975,,Europe & Central Asia
Bahamas,1975,2340.0,
Bangladesh,1975,1950.0,South Asia
Barbados,1975,2790.0,Latin America & Caribbean
Belarus,1975,,Europe & Central Asia
Belgium,1975,,Europe & Central Asia
Belize,1975,2410.0,Latin America & Caribbean
Benin,1975,1600.0,Sub-Saharan Africa
Bolivia,1975,2130.0,Latin America & Caribbean
Bosnia and Herzegovina,1975,,Europe & Central Asia
Botswana,1975,1950.0,Sub-Saharan Africa
Brazil,1975,2490.0,Latin America & Caribbean
Brunei,1975,2100.0,East Asia & Pacific
Bulgaria,1975,3500.0,Europe & Central Asia
Burkina Faso,1975,1510.0,Sub-Saharan Africa
Cambodia,1975,1600.0,East Asia & Pacific
Cameroon,1975,2330.0,Sub-Saharan Africa
Canada,1975,2880.0,North America
Cape Verde,1975,1720.0,
Central African Republic,1975,2380.0,Sub-Saharan Africa
Chad,1975,1720.0,Sub-Saharan Africa
Chile,1975,2490.0,Latin America & Caribbean
China,1975,1910.0,East Asia & Pacific
Colombia,1975,2290.0,Latin America & Caribbean
"Congo, Rep.",1975,2000.0,Sub-Saharan Africa
Costa Rica,1975,2430.0,Latin America & Caribbean
Cote d'Ivoire,1975,2700.0,
Croatia,1975,,Europe & Central Asia
Cuba,1975,2680.0,Latin America & Caribbean
Cyprus,1975,2380.0,Europe & Central Asia
Czech Republic,1975,,Europe & Central Asia
Denmark,1975,2990.0,Europe & Central Asia
Djibouti,1975,1660.0,Middle East & North Africa
Dominica,1975,1990.0,Latin America & Caribbean
Dominican Republic,1975,2080.0,Latin America & Caribbean
Ecuador,1975,2230.0,Latin America & Caribbean
Egypt,1975,2430.0,Middle East & North Africa
El Salvador,1975,2030.0,Latin America & Caribbean
Estonia,1975,,Europe & Central Asia
Ethiopia,1975,,Sub-Saharan Africa
Fiji,1975,2340.0,East Asia & Pacific
Finland,1975,3210.0,Europe & Central Asia
France,1975,3240.0,Europe & Central Asia
Gabon,1975,2200.0,Sub-Saharan Africa
Gambia,1975,1810.0,
Georgia,1975,,Europe & Central Asia
Germany,1975,3120.0,Europe & Central Asia
Ghana,1975,2020.0,Sub-Saharan Africa
Greece,1975,3340.0,Europe & Central Asia
Grenada,1975,2050.0,Latin America & Caribbean
Guatemala,1975,2120.0,Latin America & Caribbean
Guinea,1975,2170.0,Sub-Saharan Africa
Guinea-Bissau,1975,1680.0,Sub-Saharan Africa
Guyana,1975,2420.0,Latin America & Caribbean
Haiti,1975,1930.0,Latin America & Caribbean
Honduras,1975,2080.0,Latin America & Caribbean
Hungary,1975,3380.0,Europe & Central Asia
Iceland,1975,2980.0,Europe & Central Asia
India,1975,2060.0,South Asia
Indonesia,1975,2080.0,East Asia & Pacific
Iran,1975,2430.0,Middle East & North Africa
Iraq,1975,2200.0,Middle East & North Africa
Ireland,1975,3470.0,Europe & Central Asia
Israel,1975,3190.0,Middle East & North Africa
Italy,1975,3390.0,Europe & Central Asia
Jamaica,1975,2650.0,Latin America & Caribbean
Japan,1975,2720.0,East Asia & Pacific
Jordan,1975,2140.0,Middle East & North Africa
Kazakhstan,1975,,Europe & Central Asia
Kenya,1975,2310.0,Sub-Saharan Africa
Kiribati,1975,2910.0,East Asia & Pacific
Kuwait,1975,2540.0,Middle East & North Africa
Kyrgyz Republic,1975,,Europe & Central Asia
Lao,1975,1930.0,
Latvia,1975,,Europe & Central Asia
Lebanon,1975,2440.0,Middle East & North Africa
Lesotho,1975,2080.0,Sub-Saharan Africa
Liberia,1975,2270.0,Sub-Saharan Africa
Lithuania,1975,,Europe & Central Asia
Luxembourg,1975,,Europe & Central Asia
"Macedonia, FYR",1975,,Europe & Central Asia
Madagascar,1975,2540.0,Sub-Saharan Africa
Malawi,1975,2380.0,Sub-Saharan Africa
Malaysia,1975,2600.0,East Asia & Pacific
Maldives,1975,1780.0,South Asia
Mali,1975,1860.0,Sub-Saharan Africa
Malta,1975,3220.0,Middle East & North Africa
Mauritania,1975,1960.0,Sub-Saharan Africa
Mauritius,1975,2480.0,Sub-Saharan Africa
Mexico,1975,2720.0,Latin America & Caribbean
Moldova,1975,,Europe & Central Asia
Mongolia,1975,2190.0,East Asia & Pacific
Montenegro,1975,,Europe & Central Asia
Morocco,1975,2620.0,Middle East & North Africa
Mozambique,1975,1830.0,Sub-Saharan Africa
Myanmar,1975,1480.0,East Asia & Pacific
Namibia,1975,2140.0,Sub-Saharan Africa
Nepal,1975,1690.0,South Asia
Netherlands,1975,2970.0,Europe & Central Asia
New Zealand,1975,3130.0,East Asia & Pacific
Nicaragua,1975,2040.0,Latin America & Caribbean
Niger,1975,2010.0,Sub-Saharan Africa
Nigeria,1975,1840.0,Sub-Saharan Africa
North Korea,1975,2130.0,East Asia & Pacific
Norway,1975,2970.0,Europe & Central Asia
Oman,1975,,Middle East & North Africa
Pakistan,1975,2250.0,South Asia
Panama,1975,2370.0,Latin America & Caribbean
Paraguay,1975,2380.0,Latin America & Caribbean
Peru,1975,2190.0,Latin America & Caribbean
Philippines,1975,2010.0,East Asia & Pacific
Poland,1975,3540.0,Europe & Central Asia
Portugal,1975,3030.0,Europe & Central Asia
Romania,1975,3070.0,Europe & Central Asia
Russia,1975,,Europe & Central Asia
Rwanda,1975,2300.0,Sub-Saharan Africa
Samoa,1975,2400.0,East Asia & Pacific
Sao Tome and Principe,1975,1830.0,
Saudi Arabia,1975,1790.0,Middle East & North Africa
Senegal,1975,2200.0,Sub-Saharan Africa
Serbia,1975,,Europe & Central Asia
Sierra Leone,1975,2160.0,Sub-Saharan Africa
Slovak Republic,1975,,Europe & Central Asia
Slovenia,1975,,Europe & Central Asia
Solomon Islands,1975,2180.0,East Asia & Pacific
South Africa,1975,2900.0,Sub-Saharan Africa
South Korea,1975,3110.0,East Asia & Pacific
Spain,1975,3080.0,Europe & Central Asia
Sri Lanka,1975,2170.0,South Asia
St. Kitts and Nevis,1975,2210.0,Latin America & Caribbean
St. Lucia,1975,1900.0,Latin America & Caribbean
St. Vincent and the Grenadines,1975,2220.0,Latin America & Caribbean
Sudan,1975,1910.0,Sub-Saharan Africa
Suriname,1975,2220.0,Latin America & Caribbean
Swaziland,1975,2430.0,Sub-Saharan Africa
Sweden,1975,2930.0,Europe & Central Asia
Switzerland,1975,3230.0,Europe & Central Asia
Tajikistan,1975,,Europe & Central Asia
Tanzania,1975,2170.0,Sub-Saharan Africa
Thailand,1975,2280.0,East Asia & Pacific
Timor-Leste,1975,1740.0,East Asia & Pacific
Togo,1975,1880.0,Sub-Saharan Africa
Trinidad and Tobago,1975,2590.0,Latin America & Caribbean
Tunisia,1975,2670.0,Middle East & North Africa
Turkey,1975,3300.0,Europe & Central Asia
Turkmenistan,1975,,Europe & Central Asia
Uganda,1975,2360.0,Sub-Saharan Africa
Ukraine,1975,,Europe & Central Asia
United Arab Emirates,1975,3140.0,Middle East & North Africa
United Kingdom,1975,3130.0,Europe & Central Asia
United States,1975,3030.0,North America
Uruguay,1975,2890.0,Latin America & Caribbean
Uzbekistan,1975,,Europe & Central Asia
Vanuatu,1975,2500.0,East Asia & Pacific
Venezuela,1975,2390.0,Latin America & Caribbean
Vietnam,1975,1870.0,East Asia & Pacific
Yemen,1975,1880.0,Middle East & North Africa
Zambia,1975,2320.0,Sub-Saharan Africa
Zimbabwe,1975,2260.0,Sub-Saharan Africa
Afghanistan,1976,2820.0,South Asia
Albania,1976,2680.0,Europe & Central Asia
Algeria,1976,2050.0,Middle East & North Africa
Angola,1976,1890.0,Sub-Saharan Africa
Antigua and Barbuda,1976,1790.0,Latin America & Caribbean
Argentina,1976,3190.0,Latin America & Caribbean
Armenia,1976,,Europe & Central Asia
Australia,1976,3120.0,East Asia & Pacific
Austria,1976,3240.0,Europe & Central Asia
Azerbaijan,1976,,Europe & Central Asia
Bahamas,1976,2360.0,
Bangladesh,1976,2090.0,South Asia
Barbados,1976,2860.0,Latin America & Caribbean
Belarus,1976,,Europe & Central Asia
Belgium,1976,,Europe & Central Asia
Belize,1976,2390.0,Latin America & Caribbean
Benin,1976,1900.0,Sub-Saharan Africa
Bolivia,1976,2130.0,Latin America & Caribbean
Bosnia and Herzegovina,1976,,Europe & Central Asia
Botswana,1976,1930.0,Sub-Saharan Africa
Brazil,1976,2520.0,Latin America & Caribbean
Brunei,1976,2130.0,East Asia & Pacific
Bulgaria,1976,3590.0,Europe & Central Asia
Burkina Faso,1976,1570.0,Sub-Saharan Africa
Cambodia,1976,1520.0,East Asia & Pacific
Cameroon,1976,2280.0,Sub-Saharan Africa
Canada,1976,3030.0,North America
Cape Verde,1976,1680.0,
Central African Republic,1976,2390.0,Sub-Saharan Africa
Chad,1976,1680.0,Sub-Saharan Africa
Chile,1976,2600.0,Latin America & Caribbean
China,1976,1880.0,East Asia & Pacific
Colombia,1976,2420.0,Latin America & Caribbean
"Congo, Rep.",1976,1970.0,Sub-Saharan Africa
Costa Rica,1976,2460.0,Latin America & Caribbean
Cote d'Ivoire,1976,2700.0,
Croatia,1976,,Europe & Central Asia
Cuba,1976,2770.0,Latin America & Caribbean
Cyprus,1976,2310.0,Europe & Central Asia
Czech Republic,1976,,Europe & Central Asia
Denmark,1976,2990.0,Europe & Central Asia
Djibouti,1976,1620.0,Middle East & North Africa
Dominica,1976,2040.0,Latin America & Caribbean
Dominican Republic,1976,2100.0,Latin America & Caribbean
Ecuador,1976,2290.0,Latin America & Caribbean
Egypt,1976,2510.0,Middle East & North Africa
El Salvador,1976,2060.0,Latin America & Caribbean
Estonia,1976,,Europe & Central Asia
Ethiopia,1976,,Sub-Saharan Africa
Fiji,1976,2280.0,East Asia & Pacific
Finland,1976,3150.0,Europe & Central Asia
France,1976,3280.0,Europe & Central Asia
Gabon,1976,2220.0,Sub-Saharan Africa
Gambia,1976,1840.0,
Georgia,1976,,Europe & Central Asia
Germany,1976,3190.0,Europe & Central Asia
Ghana,1976,1900.0,Sub-Saharan Africa
Greece,1976,3320.0,Europe & Central Asia
Grenada,1976,2100.0,Latin America & Caribbean
Guatemala,1976,2070.0,Latin America & Caribbean
Guinea,1976,2200.0,Sub-Saharan Africa
Guinea-Bissau,1976,1750.0,Sub-Saharan Africa
Guyana,1976,2480.0,Latin America & Caribbean
Haiti,1976,1970.0,Latin America & Caribbean
Honduras,1976,2110.0,Latin America & Caribbean
Hungary,1976,3290.0,Europe & Central Asia
Iceland,1976,3040.0,Europe & Central Asia
India,1976,1920.0,South Asia
Indonesia,1976,2050.0,East Asia & Pacific
Iran,1976,2460.0,Middle East & North Africa
Iraq,1976,2230.0,Middle East & North Africa
Ireland,1976,3420.0,Europe & Central Asia
Israel,1976,3230.0,Middle East & North Africa
Italy,1976,3390.0,Europe & Central Asia
Jamaica,1976,2690.0,Latin America & Caribbean
Japan,1976,2750.0,East Asia & Pacific
Jordan,1976,2270.0,Middle East & North Africa
Kazakhstan,1976,,Europe & Central Asia
Kenya,1976,2340.0,Sub-Saharan Africa
Kiribati,1976,2860.0,East Asia & Pacific
Kuwait,1976,2660.0,Middle East & North Africa
Kyrgyz Republic,1976,,Europe & Central Asia
Lao,1976,1950.0,
Latvia,1976,,Europe & Central Asia
Lebanon,1976,2470.0,Middle East & North Africa
Lesotho,1976,2180.0,Sub-Saharan Africa
Liberia,1976,2400.0,Sub-Saharan Africa
Lithuania,1976,,Europe & Central Asia
Luxembourg,1976,,Europe & Central Asia
"Macedonia, FYR",1976,,Europe & Central Asia
Madagascar,1976,2590.0,Sub-Saharan Africa
Malawi,1976,2370.0,Sub-Saharan Africa
Malaysia,1976,2620.0,East Asia & Pacific
Maldives,1976,1910.0,South Asia
Mali,1976,1840.0,Sub-Saharan Africa
Malta,1976,3290.0,Middle East & North Africa
Mauritania,1976,1990.0,Sub-Saharan Africa
Mauritius,1976,2490.0,Sub-Saharan Africa
Mexico,1976,2690.0,Latin America & Caribbean
Moldova,1976,,Europe & Central Asia
Mongolia,1976,2290.0,East Asia & Pacific
Montenegro,1976,,Europe & Central Asia
Morocco,1976,2550.0,Middle East & North Africa
Mozambique,1976,1880.0,Sub-Saharan Africa
Myanmar,1976,1490.0,East Asia & Pacific
Namibia,1976,2160.0,Sub-Saharan Africa
Nepal,1976,1750.0,South Asia
Netherlands,1976,3060.0,Europe & Central Asia
New Zealand,1976,3240.0,East Asia & Pacific
Nicaragua,1976,2050.0,Latin America & Caribbean
Niger,1976,2090.0,Sub-Saharan Africa
Nigeria,1976,1750.0,Sub-Saharan Africa
North Korea,1976,2240.0,East Asia & Pacific
Norway,1976,3190.0,Europe & Central Asia
Oman,1976,,Middle East & North Africa
Pakistan,1976,2260.0,South Asia
Panama,1976,2080.0,Latin America & Caribbean
Paraguay,1976,2460.0,Latin America & Caribbean
Peru,1976,2130.0,Latin America & Caribbean
Philippines,1976,2060.0,East Asia & Pacific
Poland,1976,3590.0,Europe & Central Asia
Portugal,1976,3010.0,Europe & Central Asia
Romania,1976,3240.0,Europe & Central Asia
Russia,1976,,Europe & Central Asia
Rwanda,1976,2340.0,Sub-Saharan Africa
Samoa,1976,2450.0,East Asia & Pacific
Sao Tome and Principe,1976,1930.0,
Saudi Arabia,1976,1910.0,Middle East & North Africa
Senegal,1976,2200.0,Sub-Saharan Africa
Serbia,1976,,Europe & Central Asia
Sierra Leone,1976,2120.0,Sub-Saharan Africa
Slovak Republic,1976,,Europe & Central Asia
Slovenia,1976,,Europe & Central Asia
Solomon Islands,1976,2170.0,East Asia & Pacific
South Africa,1976,2850.0,Sub-Saharan Africa
South Korea,1976,3160.0,East Asia & Pacific
Spain,1976,3050.0,Europe & Central Asia
Sri Lanka,1976,2180.0,South Asia
St. Kitts and Nevis,1976,2210.0,Latin America & Caribbean
St. Lucia,1976,1950.0,Latin America & Caribbean
St. Vincent and the Grenadines,1976,2250.0,Latin America & Caribbean
Sudan,1976,1960.0,Sub-Saharan Africa
Suriname,1976,2250.0,Latin America & Caribbean
Swaziland,1976,2490.0,Sub-Saharan Africa
Sweden,1976,3010.0,Europe & Central Asia
Switzerland,1976,3320.0,Europe & Central Asia
Tajikistan,1976,,Europe & Central Asia
Tanzania,1976,2220.0,Sub-Saharan Africa
Thailand,1976,2220.0,East Asia & Pacific
Timor-Leste,1976,1780.0,East Asia & Pacific
Togo,1976,1810.0,Sub-Saharan Africa
Trinidad and Tobago,1976,2700.0,Latin America & Caribbean
Tunisia,1976,2630.0,Middle East & North Africa
Turkey,1976,3370.0,Europe & Central Asia
Turkmenistan,1976,,Europe & Central Asia
Uganda,1976,2410.0,Sub-Saharan Africa
Ukraine,1976,,Europe & Central Asia
United Arab Emirates,1976,3160.0,Middle East & North Africa
United Kingdom,1976,3170.0,Europe & Central Asia
United States,1976,3160.0,North America
Uruguay,1976,2880.0,Latin America & Caribbean
Uzbekistan,1976,,Europe & Central Asia
Vanuatu,1976,2410.0,East Asia & Pacific
Venezuela,1976,2460.0,Latin America & Caribbean
Vietnam,1976,1890.0,East Asia & Pacific
Yemen,1976,1940.0,Middle East & North Africa
Zambia,1976,2340.0,Sub-Saharan Africa
Zimbabwe,1976,2290.0,Sub-Saharan Africa
Afghanistan,1977,2490.0,South Asia
Albania,1977,2780.0,Europe & Central Asia
Algeria,1977,2210.0,Middle East & North Africa
Angola,1977,1950.0,Sub-Saharan Africa
Antigua and Barbuda,1977,1710.0,Latin America & Caribbean
Argentina,1977,3170.0,Latin America & Caribbean
Armenia,1977,,Europe & Central Asia
Australia,1977,3070.0,East Asia & Pacific
Austria,1977,3190.0,Europe & Central Asia
Azerbaijan,1977,,Europe & Central Asia
Bahamas,1977,2220.0,
Bangladesh,1977,1900.0,South Asia
Barbados,1977,2880.0,Latin America & Caribbean
Belarus,1977,,Europe & Central Asia
Belgium,1977,,Europe & Central Asia
Belize,1977,2440.0,Latin America & Caribbean
Benin,1977,1840.0,Sub-Saharan Africa
Bolivia,1977,2080.0,Latin America & Caribbean
Bosnia and Herzegovina,1977,,Europe & Central Asia
Botswana,1977,1990.0,Sub-Saharan Africa
Brazil,1977,2550.0,Latin America & Caribbean
Brunei,1977,2110.0,East Asia & Pacific
Bulgaria,1977,3500.0,Europe & Central Asia
Burkina Faso,1977,1400.0,Sub-Saharan Africa
Cambodia,1977,1540.0,East Asia & Pacific
Cameroon,1977,2270.0,Sub-Saharan Africa
Canada,1977,3010.0,North America
Cape Verde,1977,1690.0,
Central African Republic,1977,2400.0,Sub-Saharan Africa
Chad,1977,1680.0,Sub-Saharan Africa
Chile,1977,2560.0,Latin America & Caribbean
China,1977,1910.0,East Asia & Pacific
Colombia,1977,2390.0,Latin America & Caribbean
"Congo, Rep.",1977,2000.0,Sub-Saharan Africa
Costa Rica,1977,2480.0,Latin America & Caribbean
Cote d'Ivoire,1977,2720.0,
Croatia,1977,,Europe & Central Asia
Cuba,1977,2720.0,Latin America & Caribbean
Cyprus,1977,2330.0,Europe & Central Asia
Czech Republic,1977,,Europe & Central Asia
Denmark,1977,3010.0,Europe & Central Asia
Djibouti,1977,1560.0,Middle East & North Africa
Dominica,1977,2140.0,Latin America & Caribbean
Dominican Republic,1977,2170.0,Latin America & Caribbean
Ecuador,1977,2290.0,Latin America & Caribbean
Egypt,1977,2560.0,Middle East & North Africa
El Salvador,1977,2110.0,Latin America & Caribbean
Estonia,1977,,Europe & Central Asia
Ethiopia,1977,,Sub-Saharan Africa
Fiji,1977,2390.0,East Asia & Pacific
Finland,1977,3050.0,Europe & Central Asia
France,1977,3340.0,Europe & Central Asia
Gabon,1977,2290.0,Sub-Saharan Africa
Gambia,1977,1830.0,
Georgia,1977,,Europe & Central Asia
Germany,1977,3140.0,Europe & Central Asia
Ghana,1977,1710.0,Sub-Saharan Africa
Greece,1977,3340.0,Europe & Central Asia
Grenada,1977,2220.0,Latin America & Caribbean
Guatemala,1977,2110.0,Latin America & Caribbean
Guinea,1977,2250.0,Sub-Saharan Africa
Guinea-Bissau,1977,1830.0,Sub-Saharan Africa
Guyana,1977,2480.0,Latin America & Caribbean
Haiti,1977,1930.0,Latin America & Caribbean
Honduras,1977,2090.0,Latin America & Caribbean
Hungary,1977,3280.0,Europe & Central Asia
Iceland,1977,3050.0,Europe & Central Asia
India,1977,2110.0,South Asia
Indonesia,1977,2100.0,East Asia & Pacific
Iran,1977,2480.0,Middle East & North Africa
Iraq,1977,2300.0,Middle East & North Africa
Ireland,1977,3510.0,Europe & Central Asia
Israel,1977,3220.0,Middle East & North Africa
Italy,1977,3330.0,Europe & Central Asia
Jamaica,1977,2640.0,Latin America & Caribbean
Japan,1977,2770.0,East Asia & Pacific
Jordan,1977,2350.0,Middle East & North Africa
Kazakhstan,1977,,Europe & Central Asia
Kenya,1977,2360.0,Sub-Saharan Africa
Kiribati,1977,2780.0,East Asia & Pacific
Kuwait,1977,2740.0,Middle East & North Africa
Kyrgyz Republic,1977,,Europe & Central Asia
Lao,1977,2030.0,
Latvia,1977,,Europe & Central Asia
Lebanon,1977,2620.0,Middle East & North Africa
Lesotho,1977,2280.0,Sub-Saharan Africa
Liberia,1977,2540.0,Sub-Saharan Africa
Lithuania,1977,,Europe & Central Asia
Luxembourg,1977,,Europe & Central Asia
"Macedonia, FYR",1977,,Europe & Central Asia
Madagascar,1977,2470.0,Sub-Saharan Africa
Malawi,1977,2350.0,Sub-Saharan Africa
Malaysia,1977,2640.0,East Asia & Pacific
Maldives,1977,1940.0,South Asia
Mali,1977,1760.0,Sub-Saharan Africa
Malta,1977,3270.0,Middle East & North Africa
Mauritania,1977,2040.0,Sub-Saharan Africa
Mauritius,1977,2540.0,Sub-Saharan Africa
Mexico,1977,2730.0,Latin America & Caribbean
Moldova,1977,,Europe & Central Asia
Mongolia,1977,2230.0,East Asia & Pacific
Montenegro,1977,,Europe & Central Asia
Morocco,1977,2610.0,Middle East & North Africa
Mozambique,1977,1830.0,Sub-Saharan Africa
Myanmar,1977,1520.0,East Asia & Pacific
Namibia,1977,2190.0,Sub-Saharan Africa
Nepal,1977,1780.0,South Asia
Netherlands,1977,3100.0,Europe & Central Asia
New Zealand,1977,3110.0,East Asia & Pacific
Nicaragua,1977,2100.0,Latin America & Caribbean
Niger,1977,2110.0,Sub-Saharan Africa
