country,year,food_supply,region
Belgium,1992,,Europe & Central Asia
Belize,1992,2710.0,Latin America & Caribbean
Benin,1992,2140.0,Sub-Saharan Africa
Bolivia,1992,2020.0,Latin America & Caribbean
Bosnia and Herzegovina,1992,2350.0,Europe & Central Asia
Botswana,1992,2200.0,Sub-Saharan Africa
Brazil,1992,2770.0,Latin America & Caribbean
Brunei,1992,2830.0,East Asia & Pacific
Bulgaria,1992,3020.0,Europe & Central Asia
Burkina Faso,1992,2290.0,Sub-Saharan Africa
Cambodia,1992,2040.0,East Asia & Pacific
Cameroon,1992,2110.0,Sub-Saharan Africa
Canada,1992,3090.0,North America
Cape Verde,1992,2510.0,
Central African Republic,1992,1900.0,Sub-Saharan Africa
Chad,1992,1820.0,Sub-Saharan Africa
Chile,1992,2710.0,Latin America & Caribbean
China,1992,2460.0,East Asia & Pacific
Colombia,1992,2640.0,Latin America & Caribbean
"Congo, Rep.",1992,2010.0,Sub-Saharan Africa
Costa Rica,1992,2710.0,Latin America & Caribbean
Cote d'Ivoire,1992,2590.0,
Croatia,1992,2310.0,Europe & Central Asia
Cuba,1992,2500.0,Latin America & Caribbean
Cyprus,1992,2790.0,Europe & Central Asia
Czech Republic,1992,,Europe & Central Asia
Denmark,1992,3340.0,Europe & Central Asia
Djibouti,1992,1510.0,Middle East & North Africa
Dominica,1992,2870.0,Latin America & Caribbean
Dominican Republic,1992,2140.0,Latin America & Caribbean
Ecuador,1992,2320.0,Latin America & Caribbean
Egypt,1992,3180.0,Middle East & North Africa
El Salvador,1992,2410.0,Latin America & Caribbean
Estonia,1992,2520.0,Europe & Central Asia
Ethiopia,1992,,Sub-Saharan Africa
Fiji,1992,2740.0,East Asia & Pacific
Finland,1992,3190.0,Europe & Central Asia
France,1992,3550.0,Europe & Central Asia
Gabon,1992,2500.0,Sub-Saharan Africa
Gambia,1992,2500.0,
Georgia,1992,1930.0,Europe & Central Asia
Germany,1992,3390.0,Europe & Central Asia
Ghana,1992,2120.0,Sub-Saharan Africa
Greece,1992,3610.0,Europe & Central Asia
Grenada,1992,2460.0,Latin America & Caribbean
Guatemala,1992,2280.0,Latin America & Caribbean
Guinea,1992,2450.0,Sub-Saharan Africa
Guinea-Bissau,1992,2370.0,Sub-Saharan Africa
Guyana,1992,2410.0,Latin America & Caribbean
Haiti,1992,1720.0,Latin America & Caribbean
Honduras,1992,2320.0,Latin America & Caribbean
Hungary,1992,3280.0,Europe & Central Asia
Iceland,1992,3110.0,Europe & Central Asia
India,1992,2330.0,South Asia
Indonesia,1992,2420.0,East Asia & Pacific
Iran,1992,3030.0,Middle East & North Africa
Iraq,1992,2250.0,Middle East & North Africa
Ireland,1992,3620.0,Europe & Central Asia
Israel,1992,3450.0,Middle East & North Africa
Italy,1992,3540.0,Europe & Central Asia
Jamaica,1992,2630.0,Latin America & Caribbean
Japan,1992,2940.0,East Asia & Pacific
Jordan,1992,2740.0,Middle East & North Africa
Kazakhstan,1992,2950.0,Europe & Central Asia
Kenya,1992,1930.0,Sub-Saharan Africa
Kiribati,1992,2730.0,East Asia & Pacific
Kuwait,1992,2220.0,Middle East & North Africa
Kyrgyz Republic,1992,2670.0,Europe & Central Asia
Lao,1992,1960.0,
Latvia,1992,3260.0,Europe & Central Asia
Lebanon,1992,3250.0,Middle East & North Africa
Lesotho,1992,2380.0,Sub-Saharan Africa
Liberia,1992,2290.0,Sub-Saharan Africa
Lithuania,1992,2980.0,Europe & Central Asia
Luxembourg,1992,,Europe & Central Asia
"Macedonia, FYR",1992,2360.0,Europe & Central Asia
Madagascar,1992,2100.0,Sub-Saharan Africa
Malawi,1992,1800.0,Sub-Saharan Africa
Malaysia,1992,2770.0,East Asia & Pacific
Maldives,1992,2370.0,South Asia
Mali,1992,2360.0,Sub-Saharan Africa
Malta,1992,3130.0,Middle East & North Africa
Mauritania,1992,2540.0,Sub-Saharan Africa
Mauritius,1992,2810.0,Sub-Saharan Africa
Mexico,1992,3000.0,Latin America & Caribbean
Moldova,1992,2480.0,Europe & Central Asia
Mongolia,1992,1850.0,East Asia & Pacific
Montenegro,1992,,Europe & Central Asia
Morocco,1992,2900.0,Middle East & North Africa
Mozambique,1992,1690.0,Sub-Saharan Africa
Myanmar,1992,1690.0,East Asia & Pacific
Namibia,1992,2030.0,Sub-Saharan Africa
Nepal,1992,2230.0,South Asia
Netherlands,1992,3320.0,Europe & Central Asia
New Zealand,1992,3190.0,East Asia & Pacific
Nicaragua,1992,1790.0,Latin America & Caribbean
Niger,1992,2070.0,Sub-Saharan Africa
Nigeria,1992,2430.0,Sub-Saharan Africa
North Korea,1992,2220.0,East Asia & Pacific
Norway,1992,3220.0,Europe & Central Asia
Oman,1992,2410.0,Middle East & North Africa
Pakistan,1992,2330.0,South Asia
Panama,1992,2300.0,Latin America & Caribbean
Paraguay,1992,2380.0,Latin America & Caribbean
Peru,1992,2140.0,Latin America & Caribbean
Philippines,1992,2250.0,East Asia & Pacific
Poland,1992,3360.0,Europe & Central Asia
Portugal,1992,3410.0,Europe & Central Asia
Romania,1992,2840.0,Europe & Central Asia
Russia,1992,2930.0,Europe & Central Asia
Rwanda,1992,1890.0,Sub-Saharan Africa
Samoa,1992,2440.0,East Asia & Pacific
Sao Tome and Principe,1992,2190.0,
Saudi Arabia,1992,2780.0,Middle East & North Africa
Senegal,1992,2110.0,Sub-Saharan Africa
Serbia,1992,,Europe & Central Asia
Sierra Leone,1992,2020.0,Sub-Saharan Africa
Slovak Republic,1992,,Europe & Central Asia
Slovenia,1992,2590.0,Europe & Central Asia
Solomon Islands,1992,2180.0,East Asia & Pacific
South Africa,1992,2800.0,Sub-Saharan Africa
South Korea,1992,3000.0,East Asia & Pacific
Spain,1992,3410.0,Europe & Central Asia
Sri Lanka,1992,2150.0,South Asia
St. Kitts and Nevis,1992,2510.0,Latin America & Caribbean
St. Lucia,1992,2690.0,Latin America & Caribbean
St. Vincent and the Grenadines,1992,2350.0,Latin America & Caribbean
Sudan,1992,2020.0,Sub-Saharan Africa
Suriname,1992,2510.0,Latin America & Caribbean
Swaziland,1992,2320.0,Sub-Saharan Africa
Sweden,1992,3050.0,Europe & Central Asia
Switzerland,1992,3420.0,Europe & Central Asia
Tajikistan,1992,2050.0,Europe & Central Asia
Tanzania,1992,2150.0,Sub-Saharan Africa
Thailand,1992,2270.0,East Asia & Pacific
Timor-Leste,1992,1990.0,East Asia & Pacific
Togo,1992,1900.0,Sub-Saharan Africa
Trinidad and Tobago,1992,2570.0,Latin America & Caribbean
Tunisia,1992,3140.0,Middle East & North Africa
Turkey,1992,3710.0,Europe & Central Asia
Turkmenistan,1992,2560.0,Europe & Central Asia
Uganda,1992,2220.0,Sub-Saharan Africa
Ukraine,1992,3370.0,Europe & Central Asia
United Arab Emirates,1992,3200.0,Middle East & North Africa
United Kingdom,1992,3270.0,Europe & Central Asia
United States,1992,3560.0,North America
Uruguay,1992,2760.0,Latin America & Caribbean
Uzbekistan,1992,2720.0,Europe & Central Asia
Vanuatu,1992,2550.0,East Asia & Pacific
Venezuela,1992,2520.0,Latin America & Caribbean
Vietnam,1992,1920.0,East Asia & Pacific
Yemen,1992,2110.0,Middle East & North Africa
Zambia,1992,1980.0,Sub-Saharan Africa
Zimbabwe,1992,1960.0,Sub-Saharan Africa
Afghanistan,1993,1910.0,South Asia
Albania,1993,2800.0,Europe & Central Asia
Algeria,1993,2870.0,Middle East & North Africa
Angola,1993,1560.0,Sub-Saharan Africa
Antigua and Barbuda,1993,2380.0,Latin America & Caribbean
Argentina,1993,3120.0,Latin America & Caribbean
Armenia,1993,2100.0,Europe & Central Asia
Australia,1993,3040.0,East Asia & Pacific
Austria,1993,3510.0,Europe & Central Asia
Azerbaijan,1993,2240.0,Europe & Central Asia
Bahamas,1993,2420.0,
Bangladesh,1993,2010.0,South Asia
Barbados,1993,2910.0,Latin America & Caribbean
Belarus,1993,3190.0,Europe & Central Asia
Belgium,1993,,Europe & Central Asia
Belize,1993,2690.0,Latin America & Caribbean
Benin,1993,2160.0,Sub-Saharan Africa
Bolivia,1993,2010.0,Latin America & Caribbean
Bosnia and Herzegovina,1993,2450.0,Europe & Central Asia
Botswana,1993,2070.0,Sub-Saharan Africa
Brazil,1993,2770.0,Latin America & Caribbean
Brunei,1993,2800.0,East Asia & Pacific
Bulgaria,1993,2960.0,Europe & Central Asia
Burkina Faso,1993,2310.0,Sub-Saharan Africa
Cambodia,1993,2030.0,East Asia & Pacific
Cameroon,1993,2020.0,Sub-Saharan Africa
Canada,1993,3120.0,North America
Cape Verde,1993,2450.0,
Central African Republic,1993,1880.0,Sub-Saharan Africa
Chad,1993,1650.0,Sub-Saharan Africa
Chile,1993,2710.0,Latin America & Caribbean
China,1993,2540.0,East Asia & Pacific
Colombia,1993,2680.0,Latin America & Caribbean
"Congo, Rep.",1993,2000.0,Sub-Saharan Africa
Costa Rica,1993,2750.0,Latin America & Caribbean
Cote d'Ivoire,1993,2520.0,
Croatia,1993,2240.0,Europe & Central Asia
Cuba,1993,2320.0,Latin America & Caribbean
Cyprus,1993,2800.0,Europe & Central Asia
Czech Republic,1993,3040.0,Europe & Central Asia
Denmark,1993,3340.0,Europe & Central Asia
Djibouti,1993,1570.0,Middle East & North Africa
Dominica,1993,2860.0,Latin America & Caribbean
Dominican Republic,1993,2220.0,Latin America & Caribbean
Ecuador,1993,2320.0,Latin America & Caribbean
Egypt,1993,3200.0,Middle East & North Africa
El Salvador,1993,2380.0,Latin America & Caribbean
Estonia,1993,2580.0,Europe & Central Asia
Ethiopia,1993,1510.0,Sub-Saharan Africa
Fiji,1993,2850.0,East Asia & Pacific
Finland,1993,3040.0,Europe & Central Asia
France,1993,3540.0,Europe & Central Asia
Gabon,1993,2540.0,Sub-Saharan Africa
Gambia,1993,2470.0,
Georgia,1993,1910.0,Europe & Central Asia
Germany,1993,3200.0,Europe & Central Asia
Ghana,1993,2280.0,Sub-Saharan Africa
Greece,1993,3550.0,Europe & Central Asia
Grenada,1993,2480.0,Latin America & Caribbean
Guatemala,1993,2340.0,Latin America & Caribbean
Guinea,1993,2430.0,Sub-Saharan Africa
Guinea-Bissau,1993,2310.0,Sub-Saharan Africa
Guyana,1993,2460.0,Latin America & Caribbean
Haiti,1993,1720.0,Latin America & Caribbean
Honduras,1993,2330.0,Latin America & Caribbean
Hungary,1993,3110.0,Europe & Central Asia
Iceland,1993,3090.0,Europe & Central Asia
India,1993,2270.0,South Asia
Indonesia,1993,2430.0,East Asia & Pacific
Iran,1993,3110.0,Middle East & North Africa
Iraq,1993,2260.0,Middle East & North Africa
Ireland,1993,3530.0,Europe & Central Asia
Israel,1993,3400.0,Middle East & North Africa
Italy,1993,3470.0,Europe & Central Asia
Jamaica,1993,2710.0,Latin America & Caribbean
Japan,1993,2930.0,East Asia & Pacific
Jordan,1993,2730.0,Middle East & North Africa
Kazakhstan,1993,2950.0,Europe & Central Asia
Kenya,1993,1890.0,Sub-Saharan Africa
Kiribati,1993,2770.0,East Asia & Pacific
Kuwait,1993,2490.0,Middle East & North Africa
Kyrgyz Republic,1993,2410.0,Europe & Central Asia
Lao,1993,1960.0,
Latvia,1993,3270.0,Europe & Central Asia
Lebanon,1993,3250.0,Middle East & North Africa
Lesotho,1993,2380.0,Sub-Saharan Africa
Liberia,1993,2120.0,Sub-Saharan Africa
Lithuania,1993,2820.0,Europe & Central Asia
Luxembourg,1993,,Europe & Central Asia
"Macedonia, FYR",1993,2320.0,Europe & Central Asia
Madagascar,1993,2100.0,Sub-Saharan Africa
Malawi,1993,1880.0,Sub-Saharan Africa
Malaysia,1993,2800.0,East Asia & Pacific
Maldives,1993,2420.0,South Asia
Mali,1993,2350.0,Sub-Saharan Africa
Malta,1993,3130.0,Middle East & North Africa
Mauritania,1993,2600.0,Sub-Saharan Africa
Mauritius,1993,2790.0,Sub-Saharan Africa
Mexico,1993,3010.0,Latin America & Caribbean
Moldova,1993,2480.0,Europe & Central Asia
Mongolia,1993,1850.0,East Asia & Pacific
Montenegro,1993,,Europe & Central Asia
Morocco,1993,2880.0,Middle East & North Africa
Mozambique,1993,1700.0,Sub-Saharan Africa
Myanmar,1993,1740.0,East Asia & Pacific
Namibia,1993,2000.0,Sub-Saharan Africa
Nepal,1993,2190.0,South Asia
Netherlands,1993,3320.0,Europe & Central Asia
New Zealand,1993,3230.0,East Asia & Pacific
Nicaragua,1993,1850.0,Latin America & Caribbean
Niger,1993,2040.0,Sub-Saharan Africa
Nigeria,1993,2520.0,Sub-Saharan Africa
North Korea,1993,2280.0,East Asia & Pacific
Norway,1993,3220.0,Europe & Central Asia
Oman,1993,2320.0,Middle East & North Africa
Pakistan,1993,2350.0,South Asia
Panama,1993,2340.0,Latin America & Caribbean
Paraguay,1993,2440.0,Latin America & Caribbean
Peru,1993,2160.0,Latin America & Caribbean
Philippines,1993,2210.0,East Asia & Pacific
Poland,1993,3430.0,Europe & Central Asia
Portugal,1993,3460.0,Europe & Central Asia
Romania,1993,3000.0,Europe & Central Asia
Russia,1993,2970.0,Europe & Central Asia
Rwanda,1993,1940.0,Sub-Saharan Africa
Samoa,1993,2340.0,East Asia & Pacific
Sao Tome and Principe,1993,2190.0,
Saudi Arabia,1993,2740.0,Middle East & North Africa
Senegal,1993,2230.0,Sub-Saharan Africa
Serbia,1993,,Europe & Central Asia
Sierra Leone,1993,2040.0,Sub-Saharan Africa
Slovak Republic,1993,2790.0,Europe & Central Asia
Slovenia,1993,2780.0,Europe & Central Asia
Solomon Islands,1993,2160.0,East Asia & Pacific
South Africa,1993,2840.0,Sub-Saharan Africa
South Korea,1993,2960.0,East Asia & Pacific
Spain,1993,3310.0,Europe & Central Asia
Sri Lanka,1993,2100.0,South Asia
St. Kitts and Nevis,1993,2410.0,Latin America & Caribbean
St. Lucia,1993,2680.0,Latin America & Caribbean
St. Vincent and the Grenadines,1993,2460.0,Latin America & Caribbean
Sudan,1993,2100.0,Sub-Saharan Africa
Suriname,1993,2540.0,Latin America & Caribbean
Swaziland,1993,2280.0,Sub-Saharan Africa
Sweden,1993,3140.0,Europe & Central Asia
Switzerland,1993,3360.0,Europe & Central Asia
Tajikistan,1993,2070.0,Europe & Central Asia
Tanzania,1993,2100.0,Sub-Saharan Africa
Thailand,1993,2270.0,East Asia & Pacific
Timor-Leste,1993,2030.0,East Asia & Pacific
Togo,1993,1960.0,Sub-Saharan Africa
Trinidad and Tobago,1993,2550.0,Latin America & Caribbean
Tunisia,1993,3170.0,Middle East & North Africa
Turkey,1993,3730.0,Europe & Central Asia
Turkmenistan,1993,2580.0,Europe & Central Asia
Uganda,1993,2240.0,Sub-Saharan Africa
Ukraine,1993,3240.0,Europe & Central Asia
United Arab Emirates,1993,3230.0,Middle East & North Africa
United Kingdom,1993,3220.0,Europe & Central Asia
United States,1993,3610.0,North America
Uruguay,1993,2750.0,Latin America & Caribbean
Uzbekistan,1993,2710.0,Europe & Central Asia
Vanuatu,1993,2520.0,East Asia & Pacific
Venezuela,1993,2400.0,Latin America & Caribbean
Vietnam,1993,2030.0,East Asia & Pacific
Yemen,1993,2090.0,Middle East & North Africa
Zambia,1993,1980.0,Sub-Saharan Africa
Zimbabwe,1993,1940.0,Sub-Saharan Africa
Afghanistan,1994,1820.0,South Asia
Albania,1994,2880.0,Europe & Central Asia
Algeria,1994,2760.0,Middle East & North Africa
Angola,1994,1640.0,Sub-Saharan Africa
Antigua and Barbuda,1994,2260.0,Latin America & Caribbean
Argentina,1994,3160.0,Latin America & Caribbean
Armenia,1994,2180.0,Europe & Central Asia
Australia,1994,3050.0,East Asia & Pacific
Austria,1994,3560.0,Europe & Central Asia
Azerbaijan,1994,2160.0,Europe & Central Asia
Bahamas,1994,2420.0,
Bangladesh,1994,2000.0,South Asia
Barbados,1994,2910.0,Latin America & Caribbean
Belarus,1994,3130.0,Europe & Central Asia
Belgium,1994,,Europe & Central Asia
Belize,1994,2650.0,Latin America & Caribbean
Benin,1994,2180.0,Sub-Saharan Africa
Bolivia,1994,1960.0,Latin America & Caribbean
Bosnia and Herzegovina,1994,2640.0,Europe & Central Asia
Botswana,1994,2190.0,Sub-Saharan Africa
Brazil,1994,2820.0,Latin America & Caribbean
Brunei,1994,2890.0,East Asia & Pacific
Bulgaria,1994,2870.0,Europe & Central Asia
Burkina Faso,1994,2340.0,Sub-Saharan Africa
Cambodia,1994,2040.0,East Asia & Pacific
Cameroon,1994,2030.0,Sub-Saharan Africa
Canada,1994,3210.0,North America
Cape Verde,1994,2440.0,
Central African Republic,1994,1880.0,Sub-Saharan Africa
Chad,1994,1980.0,Sub-Saharan Africa
Chile,1994,2750.0,Latin America & Caribbean
China,1994,2600.0,East Asia & Pacific
Colombia,1994,2710.0,Latin America & Caribbean
"Congo, Rep.",1994,1980.0,Sub-Saharan Africa
Costa Rica,1994,2740.0,Latin America & Caribbean
Cote d'Ivoire,1994,2540.0,
Croatia,1994,2370.0,Europe & Central Asia
Cuba,1994,2360.0,Latin America & Caribbean
Cyprus,1994,2810.0,Europe & Central Asia
Czech Republic,1994,2980.0,Europe & Central Asia
Denmark,1994,3320.0,Europe & Central Asia
Djibouti,1994,1600.0,Middle East & North Africa
Dominica,1994,2870.0,Latin America & Caribbean
Dominican Republic,1994,2250.0,Latin America & Caribbean
Ecuador,1994,2410.0,Latin America & Caribbean
Egypt,1994,3260.0,Middle East & North Africa
El Salvador,1994,2380.0,Latin America & Caribbean
Estonia,1994,2690.0,Europe & Central Asia
Ethiopia,1994,1550.0,Sub-Saharan Africa
Fiji,1994,2800.0,East Asia & Pacific
Finland,1994,2990.0,Europe & Central Asia
France,1994,3510.0,Europe & Central Asia
Gabon,1994,2460.0,Sub-Saharan Africa
Gambia,1994,2380.0,
Georgia,1994,1960.0,Europe & Central Asia
Germany,1994,3210.0,Europe & Central Asia
Ghana,1994,2310.0,Sub-Saharan Africa
Greece,1994,3580.0,Europe & Central Asia
Grenada,1994,2440.0,Latin America & Caribbean
Guatemala,1994,2360.0,Latin America & Caribbean
Guinea,1994,2410.0,Sub-Saharan Africa
Guinea-Bissau,1994,2340.0,Sub-Saharan Africa
Guyana,1994,2530.0,Latin America & Caribbean
Haiti,1994,1700.0,Latin America & Caribbean
Honduras,1994,2360.0,Latin America & Caribbean
Hungary,1994,3030.0,Europe & Central Asia
Iceland,1994,3120.0,Europe & Central Asia
India,1994,2290.0,South Asia
Indonesia,1994,2470.0,East Asia & Pacific
Iran,1994,3070.0,Middle East & North Africa
Iraq,1994,2230.0,Middle East & North Africa
Ireland,1994,3580.0,Europe & Central Asia
Israel,1994,3350.0,Middle East & North Africa
Italy,1994,3490.0,Europe & Central Asia
Jamaica,1994,2720.0,Latin America & Caribbean
Japan,1994,2930.0,East Asia & Pacific
Jordan,1994,2630.0,Middle East & North Africa
Kazakhstan,1994,2950.0,Europe & Central Asia
Kenya,1994,2060.0,Sub-Saharan Africa
Kiribati,1994,2670.0,East Asia & Pacific
Kuwait,1994,2930.0,Middle East & North Africa
Kyrgyz Republic,1994,2420.0,Europe & Central Asia
Lao,1994,1980.0,
Latvia,1994,3170.0,Europe & Central Asia
Lebanon,1994,3280.0,Middle East & North Africa
Lesotho,1994,2410.0,Sub-Saharan Africa
Liberia,1994,2070.0,Sub-Saharan Africa
Lithuania,1994,2780.0,Europe & Central Asia
Luxembourg,1994,,Europe & Central Asia
"Macedonia, FYR",1994,2690.0,Europe & Central Asia
Madagascar,1994,2030.0,Sub-Saharan Africa
Malawi,1994,1900.0,Sub-Saharan Africa
Malaysia,1994,2840.0,East Asia & Pacific
Maldives,1994,2520.0,South Asia
Mali,1994,2330.0,Sub-Saharan Africa
Malta,1994,3160.0,Middle East & North Africa
Mauritania,1994,2530.0,Sub-Saharan Africa
Mauritius,1994,2830.0,Sub-Saharan Africa
Mexico,1994,3010.0,Latin America & Caribbean
Moldova,1994,2440.0,Europe & Central Asia
Mongolia,1994,1850.0,East Asia & Pacific
Montenegro,1994,,Europe & Central Asia
Morocco,1994,3000.0,Middle East & North Africa
Mozambique,1994,1680.0,Sub-Saharan Africa
Myanmar,1994,1720.0,East Asia & Pacific
Namibia,1994,2000.0,Sub-Saharan Africa
Nepal,1994,2250.0,South Asia
Netherlands,1994,3240.0,Europe & Central Asia
New Zealand,1994,3170.0,East Asia & Pacific
Nicaragua,1994,1930.0,Latin America & Caribbean
Niger,1994,1990.0,Sub-Saharan Africa
Nigeria,1994,2500.0,Sub-Saharan Africa
North Korea,1994,2250.0,East Asia & Pacific
Norway,1994,3280.0,Europe & Central Asia
Oman,1994,2400.0,Middle East & North Africa
Pakistan,1994,2400.0,South Asia
Panama,1994,2340.0,Latin America & Caribbean
Paraguay,1994,2550.0,Latin America & Caribbean
Peru,1994,2210.0,Latin America & Caribbean
Philippines,1994,2310.0,East Asia & Pacific
Poland,1994,3300.0,Europe & Central Asia
Portugal,1994,3490.0,Europe & Central Asia
Romania,1994,2930.0,Europe & Central Asia
Russia,1994,2920.0,Europe & Central Asia
Rwanda,1994,1860.0,Sub-Saharan Africa
Samoa,1994,2400.0,East Asia & Pacific
Sao Tome and Principe,1994,2230.0,
Saudi Arabia,1994,2700.0,Middle East & North Africa
Senegal,1994,2150.0,Sub-Saharan Africa
Serbia,1994,,Europe & Central Asia
Sierra Leone,1994,2120.0,Sub-Saharan Africa
Slovak Republic,1994,2980.0,Europe & Central Asia
Slovenia,1994,2840.0,Europe & Central Asia
Solomon Islands,1994,2290.0,East Asia & Pacific
South Africa,1994,2830.0,Sub-Saharan Africa
South Korea,1994,2980.0,East Asia & Pacific
Spain,1994,3300.0,Europe & Central Asia
Sri Lanka,1994,2290.0,South Asia
St. Kitts and Nevis,1994,2430.0,Latin America & Caribbean
St. Lucia,1994,2730.0,Latin America & Caribbean
St. Vincent and the Grenadines,1994,2330.0,Latin America & Caribbean
Sudan,1994,2140.0,Sub-Saharan Africa
Suriname,1994,2510.0,Latin America & Caribbean
Swaziland,1994,2300.0,Sub-Saharan Africa
Sweden,1994,3090.0,Europe & Central Asia
Switzerland,1994,3330.0,Europe & Central Asia
Tajikistan,1994,2030.0,Europe & Central Asia
Tanzania,1994,2080.0,Sub-Saharan Africa
Thailand,1994,2360.0,East Asia & Pacific
Timor-Leste,1994,2010.0,East Asia & Pacific
Togo,1994,2040.0,Sub-Saharan Africa
Trinidad and Tobago,1994,2550.0,Latin America & Caribbean
Tunisia,1994,3110.0,Middle East & North Africa
Turkey,1994,3730.0,Europe & Central Asia
Turkmenistan,1994,2550.0,Europe & Central Asia
Uganda,1994,2230.0,Sub-Saharan Africa
Ukraine,1994,2980.0,Europe & Central Asia
United Arab Emirates,1994,3320.0,Middle East & North Africa
United Kingdom,1994,3240.0,Europe & Central Asia
United States,1994,3670.0,North America
Uruguay,1994,2780.0,Latin America & Caribbean
Uzbekistan,1994,2700.0,Europe & Central Asia
Vanuatu,1994,2530.0,East Asia & Pacific
Venezuela,1994,2370.0,Latin America & Caribbean
Vietnam,1994,2060.0,East Asia & Pacific
Yemen,1994,2050.0,Middle East & North Africa
Zambia,1994,2020.0,Sub-Saharan Africa
Zimbabwe,1994,1930.0,Sub-Saharan Africa
Afghanistan,1995,1840.0,South Asia
Albania,1995,2720.0,Europe & Central Asia
Algeria,1995,2790.0,Middle East & North Africa
Angola,1995,1690.0,Sub-Saharan Africa
Antigua and Barbuda,1995,2190.0,Latin America & Caribbean
Argentina,1995,3160.0,Latin America & Caribbean
Armenia,1995,2270.0,Europe & Central Asia
Australia,1995,3100.0,East Asia & Pacific
Austria,1995,3510.0,Europe & Central Asia
Azerbaijan,1995,2130.0,Europe & Central Asia
Bahamas,1995,2540.0,
Bangladesh,1995,2040.0,South Asia
Barbados,1995,2870.0,Latin America & Caribbean
Belarus,1995,3200.0,Europe & Central Asia
Belgium,1995,,Europe & Central Asia
Belize,1995,2690.0,Latin America & Caribbean
Benin,1995,2200.0,Sub-Saharan Africa
Bolivia,1995,2110.0,Latin America & Caribbean
Bosnia and Herzegovina,1995,2640.0,Europe & Central Asia
Botswana,1995,2190.0,Sub-Saharan Africa
Brazil,1995,2810.0,Latin America & Caribbean
Brunei,1995,2840.0,East Asia & Pacific
Bulgaria,1995,2900.0,Europe & Central Asia
Burkina Faso,1995,2340.0,Sub-Saharan Africa
Cambodia,1995,2040.0,East Asia & Pacific
Cameroon,1995,2050.0,Sub-Saharan Africa
Canada,1995,3210.0,North America
Cape Verde,1995,2310.0,
Central African Republic,1995,1880.0,Sub-Saharan Africa
Chad,1995,1800.0,Sub-Saharan Africa
Chile,1995,2760.0,Latin America & Caribbean
China,1995,2690.0,East Asia & Pacific
Colombia,1995,2770.0,Latin America & Caribbean
"Congo, Rep.",1995,1980.0,Sub-Saharan Africa
Costa Rica,1995,2770.0,Latin America & Caribbean
Cote d'Ivoire,1995,2570.0,
Croatia,1995,2550.0,Europe & Central Asia
Cuba,1995,2330.0,Latin America & Caribbean
Cyprus,1995,2820.0,Europe & Central Asia
Czech Republic,1995,3210.0,Europe & Central Asia
Denmark,1995,3400.0,Europe & Central Asia
Djibouti,1995,1710.0,Middle East & North Africa
Dominica,1995,2940.0,Latin America & Caribbean
Dominican Republic,1995,2260.0,Latin America & Caribbean
Ecuador,1995,2310.0,Latin America & Caribbean
Egypt,1995,3320.0,Middle East & North Africa
El Salvador,1995,2390.0,Latin America & Caribbean
Estonia,1995,2920.0,Europe & Central Asia
Ethiopia,1995,1570.0,Sub-Saharan Africa
Fiji,1995,2740.0,East Asia & Pacific
Finland,1995,3030.0,Europe & Central Asia
France,1995,3530.0,Europe & Central Asia
Gabon,1995,2550.0,Sub-Saharan Africa
Gambia,1995,2390.0,
Georgia,1995,2390.0,Europe & Central Asia
Germany,1995,3250.0,Europe & Central Asia
Ghana,1995,2350.0,Sub-Saharan Africa
Greece,1995,3520.0,Europe & Central Asia
Grenada,1995,2400.0,Latin America & Caribbean
Guatemala,1995,2280.0,Latin America & Caribbean
Guinea,1995,2380.0,Sub-Saharan Africa
Guinea-Bissau,1995,2340.0,Sub-Saharan Africa
Guyana,1995,2580.0,Latin America & Caribbean
Haiti,1995,1760.0,Latin America & Caribbean
Honduras,1995,2390.0,Latin America & Caribbean
Hungary,1995,2950.0,Europe & Central Asia
Iceland,1995,3110.0,Europe & Central Asia
India,1995,2320.0,South Asia
Indonesia,1995,2550.0,East Asia & Pacific
Iran,1995,3050.0,Middle East & North Africa
Iraq,1995,2200.0,Middle East & North Africa
Ireland,1995,3510.0,Europe & Central Asia
Israel,1995,3470.0,Middle East & North Africa
Italy,1995,3510.0,Europe & Central Asia
Jamaica,1995,2680.0,Latin America & Caribbean
Japan,1995,2920.0,East Asia & Pacific
Jordan,1995,2690.0,Middle East & North Africa
Kazakhstan,1995,2870.0,Europe & Central Asia
Kenya,1995,2060.0,Sub-Saharan Africa
Kiribati,1995,2800.0,East Asia & Pacific
Kuwait,1995,3210.0,Middle East & North Africa
Kyrgyz Republic,1995,2380.0,Europe & Central Asia
Lao,1995,1980.0,
Latvia,1995,3070.0,Europe & Central Asia
Lebanon,1995,3290.0,Middle East & North Africa
Lesotho,1995,2300.0,Sub-Saharan Africa
Liberia,1995,1990.0,Sub-Saharan Africa
Lithuania,1995,2820.0,Europe & Central Asia
Luxembourg,1995,,Europe & Central Asia
"Macedonia, FYR",1995,2580.0,Europe & Central Asia
Madagascar,1995,2030.0,Sub-Saharan Africa
Malawi,1995,2000.0,Sub-Saharan Africa
Malaysia,1995,2920.0,East Asia & Pacific
Maldives,1995,2420.0,South Asia
Mali,1995,2340.0,Sub-Saharan Africa
Malta,1995,3280.0,Middle East & North Africa
Mauritania,1995,2580.0,Sub-Saharan Africa
Mauritius,1995,2900.0,Sub-Saharan Africa
Mexico,1995,2970.0,Latin America & Caribbean
Moldova,1995,2490.0,Europe & Central Asia
