country,year,food_supply,region,lifeexpband
Estonia,1964,,Europe & Central Asia,H
Ethiopia,1964,,Sub-Saharan Africa,M
Fiji,1964,2670.0,East Asia & Pacific,M
Finland,1964,3090.0,Europe & Central Asia,H
France,1964,3220.0,Europe & Central Asia,H
Gabon,1964,1870.0,Sub-Saharan Africa,M
Gambia,1964,2130.0,,M
Georgia,1964,,Europe & Central Asia,H
Germany,1964,2980.0,Europe & Central Asia,H
Ghana,1964,1870.0,Sub-Saharan Africa,M
Greece,1964,2880.0,Europe & Central Asia,H
Grenada,1964,1930.0,Latin America & Caribbean,M
Guatemala,1964,1950.0,Latin America & Caribbean,M
Guinea,1964,2060.0,Sub-Saharan Africa,L
Guinea-Bissau,1964,1620.0,Sub-Saharan Africa,L
Guyana,1964,2320.0,Latin America & Caribbean,M
Haiti,1964,1880.0,Latin America & Caribbean,L
Honduras,1964,1860.0,Latin America & Caribbean,M
Hungary,1964,3050.0,Europe & Central Asia,H
Iceland,1964,3140.0,Europe & Central Asia,H
India,1964,2000.0,South Asia,M
Indonesia,1964,1860.0,East Asia & Pacific,M
Iran,1964,1860.0,Middle East & North Africa,H
Iraq,1964,2030.0,Middle East & North Africa,M
Ireland,1964,3390.0,Europe & Central Asia,H
Israel,1964,2840.0,Middle East & North Africa,H
Italy,1964,3090.0,Europe & Central Asia,H
Jamaica,1964,2170.0,Latin America & Caribbean,H
Japan,1964,2630.0,East Asia & Pacific,H
Jordan,1964,2090.0,Middle East & North Africa,H
Kazakhstan,1964,,Europe & Central Asia,M
Kenya,1964,2190.0,Sub-Saharan Africa,M
Kiribati,1964,2550.0,East Asia & Pacific,L
Kuwait,1964,2560.0,Middle East & North Africa,H
Kyrgyz Republic,1964,,Europe & Central Asia,M
Lao,1964,1990.0,,M
Latvia,1964,,Europe & Central Asia,H
Lebanon,1964,2460.0,Middle East & North Africa,H
Lesotho,1964,2030.0,Sub-Saharan Africa,L
Liberia,1964,2170.0,Sub-Saharan Africa,L
Lithuania,1964,,Europe & Central Asia,H
Luxembourg,1964,,Europe & Central Asia,H
"Macedonia, FYR",1964,,Europe & Central Asia,H
Madagascar,1964,2520.0,Sub-Saharan Africa,L
Malawi,1964,2220.0,Sub-Saharan Africa,L
Malaysia,1964,2430.0,East Asia & Pacific,H
Maldives,1964,1560.0,South Asia,H
Mali,1964,1720.0,Sub-Saharan Africa,L
Malta,1964,2970.0,Middle East & North Africa,H
Mauritania,1964,2170.0,Sub-Saharan Africa,M
Mauritius,1964,2390.0,Sub-Saharan Africa,H
Mexico,1964,2350.0,Latin America & Caribbean,H
Moldova,1964,,Europe & Central Asia,M
Mongolia,1964,2190.0,East Asia & Pacific,M
Montenegro,1964,,Europe & Central Asia,H
Morocco,1964,2140.0,Middle East & North Africa,H
Mozambique,1964,1850.0,Sub-Saharan Africa,L
Myanmar,1964,1580.0,East Asia & Pacific,M
Namibia,1964,2250.0,Sub-Saharan Africa,L
Nepal,1964,1780.0,South Asia,M
Netherlands,1964,3000.0,Europe & Central Asia,H
New Zealand,1964,2960.0,East Asia & Pacific,H
Nicaragua,1964,2010.0,Latin America & Caribbean,H
Niger,1964,1680.0,Sub-Saharan Africa,L
Nigeria,1964,1950.0,Sub-Saharan Africa,L
North Korea,1964,2100.0,East Asia & Pacific,M
Norway,1964,2860.0,Europe & Central Asia,H
Oman,1964,,Middle East & North Africa,H
Pakistan,1964,2110.0,South Asia,M
Panama,1964,2150.0,Latin America & Caribbean,H
Paraguay,1964,2250.0,Latin America & Caribbean,H
Peru,1964,2170.0,Latin America & Caribbean,H
Philippines,1964,1810.0,East Asia & Pacific,M
Poland,1964,3300.0,Europe & Central Asia,H
Portugal,1964,2550.0,Europe & Central Asia,H
Romania,1964,2920.0,Europe & Central Asia,H
Russia,1964,,Europe & Central Asia,M
Rwanda,1964,1900.0,Sub-Saharan Africa,M
Samoa,1964,2010.0,East Asia & Pacific,M
Sao Tome and Principe,1964,2290.0,,M
Saudi Arabia,1964,1820.0,Middle East & North Africa,H
Senegal,1964,2540.0,Sub-Saharan Africa,M
Serbia,1964,,Europe & Central Asia,H
Sierra Leone,1964,1990.0,Sub-Saharan Africa,L
Slovak Republic,1964,,Europe & Central Asia,H
Slovenia,1964,,Europe & Central Asia,H
Solomon Islands,1964,2300.0,East Asia & Pacific,L
South Africa,1964,2760.0,Sub-Saharan Africa,L
South Korea,1964,2250.0,East Asia & Pacific,H
Spain,1964,2590.0,Europe & Central Asia,H
Sri Lanka,1964,2250.0,South Asia,H
St. Kitts and Nevis,1964,1880.0,Latin America & Caribbean,
St. Lucia,1964,1780.0,Latin America & Caribbean,H
St. Vincent and the Grenadines,1964,1970.0,Latin America & Caribbean,M
Sudan,1964,1770.0,Sub-Saharan Africa,M
Suriname,1964,2230.0,Latin America & Caribbean,M
Swaziland,1964,2110.0,Sub-Saharan Africa,L
Sweden,1964,2890.0,Europe & Central Asia,H
Switzerland,1964,3450.0,Europe & Central Asia,H
Tajikistan,1964,,Europe & Central Asia,M
Tanzania,1964,1700.0,Sub-Saharan Africa,L
Thailand,1964,2160.0,East Asia & Pacific,H
Timor-Leste,1964,1660.0,East Asia & Pacific,M
Togo,1964,2220.0,Sub-Saharan Africa,L
Trinidad and Tobago,1964,2380.0,Latin America & Caribbean,H
Tunisia,1964,2320.0,Middle East & North Africa,H
Turkey,1964,3000.0,Europe & Central Asia,H
Turkmenistan,1964,,Europe & Central Asia,M
Uganda,1964,2260.0,Sub-Saharan Africa,L
Ukraine,1964,,Europe & Central Asia,M
United Arab Emirates,1964,2620.0,Middle East & North Africa,H
United Kingdom,1964,3210.0,Europe & Central Asia,H
United States,1964,2930.0,North America,H
Uruguay,1964,2840.0,Latin America & Caribbean,H
Uzbekistan,1964,,Europe & Central Asia,M
Vanuatu,1964,2490.0,East Asia & Pacific,L
Venezuela,1964,2300.0,Latin America & Caribbean,H
Vietnam,1964,1940.0,East Asia & Pacific,H
Yemen,1964,1830.0,Middle East & North Africa,M
Zambia,1964,2060.0,Sub-Saharan Africa,L
Zimbabwe,1964,2140.0,Sub-Saharan Africa,L
Afghanistan,1965,2960.0,South Asia,L
Albania,1965,2250.0,Europe & Central Asia,H
Algeria,1965,1590.0,Middle East & North Africa,H
Angola,1965,1880.0,Sub-Saharan Africa,L
Antigua and Barbuda,1965,2220.0,Latin America & Caribbean,H
Argentina,1965,3180.0,Latin America & Caribbean,H
Armenia,1965,,Europe & Central Asia,H
Australia,1965,3100.0,East Asia & Pacific,H
Austria,1965,3220.0,Europe & Central Asia,H
Azerbaijan,1965,,Europe & Central Asia,M
Bahamas,1965,2450.0,,H
Bangladesh,1965,2120.0,South Asia,M
Barbados,1965,2590.0,Latin America & Caribbean,H
Belarus,1965,,Europe & Central Asia,H
Belgium,1965,,Europe & Central Asia,H
Belize,1965,2270.0,Latin America & Caribbean,M
Benin,1965,1810.0,Sub-Saharan Africa,L
Bolivia,1965,1830.0,Latin America & Caribbean,M
Bosnia and Herzegovina,1965,,Europe & Central Asia,H
Botswana,1965,2010.0,Sub-Saharan Africa,L
Brazil,1965,2330.0,Latin America & Caribbean,H
Brunei,1965,2020.0,East Asia & Pacific,H
Bulgaria,1965,3410.0,Europe & Central Asia,H
Burkina Faso,1965,1570.0,Sub-Saharan Africa,L
Cambodia,1965,1930.0,East Asia & Pacific,M
Cameroon,1965,1960.0,Sub-Saharan Africa,L
Canada,1965,2920.0,North America,H
Cape Verde,1965,1640.0,,H
Central African Republic,1965,2300.0,Sub-Saharan Africa,L
Chad,1965,2300.0,Sub-Saharan Africa,L
Chile,1965,2560.0,Latin America & Caribbean,H
China,1965,1800.0,East Asia & Pacific,H
Colombia,1965,2100.0,Latin America & Caribbean,H
"Congo, Rep.",1965,2080.0,Sub-Saharan Africa,L
Costa Rica,1965,2170.0,Latin America & Caribbean,H
Cote d'Ivoire,1965,2600.0,,L
Croatia,1965,,Europe & Central Asia,H
Cuba,1965,2340.0,Latin America & Caribbean,H
Cyprus,1965,2700.0,Europe & Central Asia,H
Czech Republic,1965,,Europe & Central Asia,H
Denmark,1965,3110.0,Europe & Central Asia,H
Djibouti,1965,1590.0,Middle East & North Africa,M
Dominica,1965,1880.0,Latin America & Caribbean,M
Dominican Republic,1965,1790.0,Latin America & Caribbean,H
Ecuador,1965,2210.0,Latin America & Caribbean,H
Egypt,1965,2230.0,Middle East & North Africa,M
El Salvador,1965,1700.0,Latin America & Caribbean,H
Estonia,1965,,Europe & Central Asia,H
Ethiopia,1965,,Sub-Saharan Africa,M
Fiji,1965,2800.0,East Asia & Pacific,M
Finland,1965,3120.0,Europe & Central Asia,H
France,1965,3230.0,Europe & Central Asia,H
Gabon,1965,1880.0,Sub-Saharan Africa,M
Gambia,1965,2290.0,,M
Georgia,1965,,Europe & Central Asia,H
Germany,1965,3010.0,Europe & Central Asia,H
Ghana,1965,1870.0,Sub-Saharan Africa,M
Greece,1965,2920.0,Europe & Central Asia,H
Grenada,1965,1990.0,Latin America & Caribbean,M
Guatemala,1965,1960.0,Latin America & Caribbean,M
Guinea,1965,2020.0,Sub-Saharan Africa,L
Guinea-Bissau,1965,1660.0,Sub-Saharan Africa,L
Guyana,1965,2240.0,Latin America & Caribbean,M
Haiti,1965,1950.0,Latin America & Caribbean,L
Honduras,1965,1920.0,Latin America & Caribbean,M
Hungary,1965,3090.0,Europe & Central Asia,H
Iceland,1965,3160.0,Europe & Central Asia,H
India,1965,1930.0,South Asia,M
Indonesia,1965,1850.0,East Asia & Pacific,M
Iran,1965,1880.0,Middle East & North Africa,H
Iraq,1965,2050.0,Middle East & North Africa,M
Ireland,1965,3400.0,Europe & Central Asia,H
Israel,1965,2810.0,Middle East & North Africa,H
Italy,1965,3130.0,Europe & Central Asia,H
Jamaica,1965,2180.0,Latin America & Caribbean,H
Japan,1965,2620.0,East Asia & Pacific,H
Jordan,1965,2160.0,Middle East & North Africa,H
Kazakhstan,1965,,Europe & Central Asia,M
Kenya,1965,2310.0,Sub-Saharan Africa,M
Kiribati,1965,2540.0,East Asia & Pacific,L
Kuwait,1965,2560.0,Middle East & North Africa,H
Kyrgyz Republic,1965,,Europe & Central Asia,M
Lao,1965,2020.0,,M
Latvia,1965,,Europe & Central Asia,H
Lebanon,1965,2470.0,Middle East & North Africa,H
Lesotho,1965,2070.0,Sub-Saharan Africa,L
Liberia,1965,2160.0,Sub-Saharan Africa,L
Lithuania,1965,,Europe & Central Asia,H
Luxembourg,1965,,Europe & Central Asia,H
"Macedonia, FYR",1965,,Europe & Central Asia,H
Madagascar,1965,2490.0,Sub-Saharan Africa,L
Malawi,1965,2250.0,Sub-Saharan Africa,L
Malaysia,1965,2420.0,East Asia & Pacific,H
Maldives,1965,1650.0,South Asia,H
Mali,1965,1700.0,Sub-Saharan Africa,L
Malta,1965,3070.0,Middle East & North Africa,H
Mauritania,1965,2150.0,Sub-Saharan Africa,M
Mauritius,1965,2300.0,Sub-Saharan Africa,H
Mexico,1965,2370.0,Latin America & Caribbean,H
Moldova,1965,,Europe & Central Asia,M
Mongolia,1965,2260.0,East Asia & Pacific,M
Montenegro,1965,,Europe & Central Asia,H
Morocco,1965,2170.0,Middle East & North Africa,H
Mozambique,1965,1870.0,Sub-Saharan Africa,L
Myanmar,1965,1550.0,East Asia & Pacific,M
Namibia,1965,2250.0,Sub-Saharan Africa,L
Nepal,1965,1760.0,South Asia,M
Netherlands,1965,2970.0,Europe & Central Asia,H
New Zealand,1965,2970.0,East Asia & Pacific,H
Nicaragua,1965,2010.0,Latin America & Caribbean,H
Niger,1965,1840.0,Sub-Saharan Africa,L
Nigeria,1965,1880.0,Sub-Saharan Africa,L
North Korea,1965,1960.0,East Asia & Pacific,M
Norway,1965,2900.0,Europe & Central Asia,H
Oman,1965,,Middle East & North Africa,H
Pakistan,1965,2210.0,South Asia,M
Panama,1965,2100.0,Latin America & Caribbean,H
Paraguay,1965,2350.0,Latin America & Caribbean,H
Peru,1965,2120.0,Latin America & Caribbean,H
Philippines,1965,1880.0,East Asia & Pacific,M
Poland,1965,3360.0,Europe & Central Asia,H
Portugal,1965,2840.0,Europe & Central Asia,H
Romania,1965,2970.0,Europe & Central Asia,H
Russia,1965,,Europe & Central Asia,M
Rwanda,1965,1930.0,Sub-Saharan Africa,M
Samoa,1965,2000.0,East Asia & Pacific,M
Sao Tome and Principe,1965,2260.0,,M
Saudi Arabia,1965,1860.0,Middle East & North Africa,H
Senegal,1965,2510.0,Sub-Saharan Africa,M
Serbia,1965,,Europe & Central Asia,H
Sierra Leone,1965,2160.0,Sub-Saharan Africa,L
Slovak Republic,1965,,Europe & Central Asia,H
Slovenia,1965,,Europe & Central Asia,H
Solomon Islands,1965,2240.0,East Asia & Pacific,L
South Africa,1965,2860.0,Sub-Saharan Africa,L
South Korea,1965,2370.0,East Asia & Pacific,H
Spain,1965,2660.0,Europe & Central Asia,H
Sri Lanka,1965,2250.0,South Asia,H
St. Kitts and Nevis,1965,1930.0,Latin America & Caribbean,
St. Lucia,1965,1750.0,Latin America & Caribbean,H
St. Vincent and the Grenadines,1965,2010.0,Latin America & Caribbean,M
Sudan,1965,1610.0,Sub-Saharan Africa,M
Suriname,1965,2180.0,Latin America & Caribbean,M
Swaziland,1965,2170.0,Sub-Saharan Africa,L
Sweden,1965,2860.0,Europe & Central Asia,H
Switzerland,1965,3450.0,Europe & Central Asia,H
Tajikistan,1965,,Europe & Central Asia,M
Tanzania,1965,1740.0,Sub-Saharan Africa,L
Thailand,1965,2060.0,East Asia & Pacific,H
Timor-Leste,1965,1700.0,East Asia & Pacific,M
Togo,1965,2270.0,Sub-Saharan Africa,L
Trinidad and Tobago,1965,2410.0,Latin America & Caribbean,H
Tunisia,1965,2390.0,Middle East & North Africa,H
Turkey,1965,2990.0,Europe & Central Asia,H
Turkmenistan,1965,,Europe & Central Asia,M
Uganda,1965,2310.0,Sub-Saharan Africa,L
Ukraine,1965,,Europe & Central Asia,M
United Arab Emirates,1965,2590.0,Middle East & North Africa,H
United Kingdom,1965,3240.0,Europe & Central Asia,H
United States,1965,2920.0,North America,H
Uruguay,1965,2750.0,Latin America & Caribbean,H
Uzbekistan,1965,,Europe & Central Asia,M
Vanuatu,1965,2550.0,East Asia & Pacific,L
Venezuela,1965,2270.0,Latin America & Caribbean,H
Vietnam,1965,1940.0,East Asia & Pacific,H
Yemen,1965,1840.0,Middle East & North Africa,M
Zambia,1965,2040.0,Sub-Saharan Africa,L
Zimbabwe,1965,2150.0,Sub-Saharan Africa,L
Afghanistan,1966,2740.0,South Asia,L
Albania,1966,2250.0,Europe & Central Asia,H
Algeria,1966,1570.0,Middle East & North Africa,H
Angola,1966,1890.0,Sub-Saharan Africa,L
Antigua and Barbuda,1966,2170.0,Latin America & Caribbean,H
Argentina,1966,3140.0,Latin America & Caribbean,H
Armenia,1966,,Europe & Central Asia,H
Australia,1966,3170.0,East Asia & Pacific,H
Austria,1966,3230.0,Europe & Central Asia,H
Azerbaijan,1966,,Europe & Central Asia,M
Bahamas,1966,2560.0,,H
Bangladesh,1966,2110.0,South Asia,M
Barbados,1966,2610.0,Latin America & Caribbean,H
Belarus,1966,,Europe & Central Asia,H
Belgium,1966,,Europe & Central Asia,H
Belize,1966,2260.0,Latin America & Caribbean,M
Benin,1966,1800.0,Sub-Saharan Africa,L
Bolivia,1966,1840.0,Latin America & Caribbean,M
Bosnia and Herzegovina,1966,,Europe & Central Asia,H
Botswana,1966,1950.0,Sub-Saharan Africa,L
Brazil,1966,2330.0,Latin America & Caribbean,H
Brunei,1966,2220.0,East Asia & Pacific,H
Bulgaria,1966,3490.0,Europe & Central Asia,H
Burkina Faso,1966,1560.0,Sub-Saharan Africa,L
Cambodia,1966,1950.0,East Asia & Pacific,M
Cameroon,1966,2030.0,Sub-Saharan Africa,L
Canada,1966,2920.0,North America,H
Cape Verde,1966,1600.0,,H
Central African Republic,1966,2080.0,Sub-Saharan Africa,L
Chad,1966,2260.0,Sub-Saharan Africa,L
Chile,1966,2650.0,Latin America & Caribbean,H
China,1966,1870.0,East Asia & Pacific,H
Colombia,1966,2040.0,Latin America & Caribbean,H
"Congo, Rep.",1966,2020.0,Sub-Saharan Africa,L
Costa Rica,1966,2150.0,Latin America & Caribbean,H
Cote d'Ivoire,1966,2580.0,,L
Croatia,1966,,Europe & Central Asia,H
Cuba,1966,2230.0,Latin America & Caribbean,H
Cyprus,1966,2770.0,Europe & Central Asia,H
Czech Republic,1966,,Europe & Central Asia,H
Denmark,1966,3120.0,Europe & Central Asia,H
Djibouti,1966,1610.0,Middle East & North Africa,M
Dominica,1966,1900.0,Latin America & Caribbean,M
Dominican Republic,1966,1910.0,Latin America & Caribbean,H
Ecuador,1966,2200.0,Latin America & Caribbean,H
Egypt,1966,2290.0,Middle East & North Africa,M
El Salvador,1966,1700.0,Latin America & Caribbean,H
Estonia,1966,,Europe & Central Asia,H
Ethiopia,1966,,Sub-Saharan Africa,M
Fiji,1966,2610.0,East Asia & Pacific,M
Finland,1966,3140.0,Europe & Central Asia,H
France,1966,3220.0,Europe & Central Asia,H
Gabon,1966,1910.0,Sub-Saharan Africa,M
Gambia,1966,2220.0,,M
Georgia,1966,,Europe & Central Asia,H
Germany,1966,3010.0,Europe & Central Asia,H
Ghana,1966,1990.0,Sub-Saharan Africa,M
Greece,1966,2950.0,Europe & Central Asia,H
Grenada,1966,2060.0,Latin America & Caribbean,M
Guatemala,1966,1970.0,Latin America & Caribbean,M
Guinea,1966,2010.0,Sub-Saharan Africa,L
Guinea-Bissau,1966,1670.0,Sub-Saharan Africa,L
Guyana,1966,2270.0,Latin America & Caribbean,M
Haiti,1966,1910.0,Latin America & Caribbean,L
Honduras,1966,1980.0,Latin America & Caribbean,M
Hungary,1966,3280.0,Europe & Central Asia,H
Iceland,1966,3090.0,Europe & Central Asia,H
India,1966,1940.0,South Asia,M
Indonesia,1966,1830.0,East Asia & Pacific,M
Iran,1966,2030.0,Middle East & North Africa,H
Iraq,1966,2060.0,Middle East & North Africa,M
Ireland,1966,3390.0,Europe & Central Asia,H
Israel,1966,2920.0,Middle East & North Africa,H
Italy,1966,3160.0,Europe & Central Asia,H
Jamaica,1966,2200.0,Latin America & Caribbean,H
Japan,1966,2640.0,East Asia & Pacific,H
Jordan,1966,2170.0,Middle East & North Africa,H
Kazakhstan,1966,,Europe & Central Asia,M
Kenya,1966,2300.0,Sub-Saharan Africa,M
Kiribati,1966,2600.0,East Asia & Pacific,L
Kuwait,1966,2640.0,Middle East & North Africa,H
Kyrgyz Republic,1966,,Europe & Central Asia,M
Lao,1966,2040.0,,M
Latvia,1966,,Europe & Central Asia,H
Lebanon,1966,2460.0,Middle East & North Africa,H
Lesotho,1966,2000.0,Sub-Saharan Africa,L
Liberia,1966,2290.0,Sub-Saharan Africa,L
Lithuania,1966,,Europe & Central Asia,H
Luxembourg,1966,,Europe & Central Asia,H
"Macedonia, FYR",1966,,Europe & Central Asia,H
Madagascar,1966,2450.0,Sub-Saharan Africa,L
Malawi,1966,2230.0,Sub-Saharan Africa,L
Malaysia,1966,2420.0,East Asia & Pacific,H
Maldives,1966,1690.0,South Asia,H
Mali,1966,1700.0,Sub-Saharan Africa,L
Malta,1966,2980.0,Middle East & North Africa,H
Mauritania,1966,2170.0,Sub-Saharan Africa,M
Mauritius,1966,2330.0,Sub-Saharan Africa,H
Mexico,1966,2410.0,Latin America & Caribbean,H
Moldova,1966,,Europe & Central Asia,M
Mongolia,1966,2280.0,East Asia & Pacific,M
Montenegro,1966,,Europe & Central Asia,H
Morocco,1966,2100.0,Middle East & North Africa,H
Mozambique,1966,1840.0,Sub-Saharan Africa,L
Myanmar,1966,1450.0,East Asia & Pacific,M
Namibia,1966,2240.0,Sub-Saharan Africa,L
Nepal,1966,1740.0,South Asia,M
Netherlands,1966,3030.0,Europe & Central Asia,H
New Zealand,1966,3090.0,East Asia & Pacific,H
Nicaragua,1966,2050.0,Latin America & Caribbean,H
Niger,1966,1840.0,Sub-Saharan Africa,L
Nigeria,1966,1740.0,Sub-Saharan Africa,L
North Korea,1966,2020.0,East Asia & Pacific,M
Norway,1966,2990.0,Europe & Central Asia,H
Oman,1966,,Middle East & North Africa,H
Pakistan,1966,2110.0,South Asia,M
Panama,1966,2170.0,Latin America & Caribbean,H
Paraguay,1966,2340.0,Latin America & Caribbean,H
Peru,1966,2140.0,Latin America & Caribbean,H
Philippines,1966,1840.0,East Asia & Pacific,M
Poland,1966,3380.0,Europe & Central Asia,H
Portugal,1966,2780.0,Europe & Central Asia,H
Romania,1966,3000.0,Europe & Central Asia,H
Russia,1966,,Europe & Central Asia,M
Rwanda,1966,2070.0,Sub-Saharan Africa,M
Samoa,1966,1980.0,East Asia & Pacific,M
Sao Tome and Principe,1966,2230.0,,M
Saudi Arabia,1966,1860.0,Middle East & North Africa,H
Senegal,1966,2430.0,Sub-Saharan Africa,M
Serbia,1966,,Europe & Central Asia,H
Sierra Leone,1966,2250.0,Sub-Saharan Africa,L
Slovak Republic,1966,,Europe & Central Asia,H
Slovenia,1966,,Europe & Central Asia,H
Solomon Islands,1966,2270.0,East Asia & Pacific,L
South Africa,1966,2760.0,Sub-Saharan Africa,L
South Korea,1966,2440.0,East Asia & Pacific,H
Spain,1966,2710.0,Europe & Central Asia,H
Sri Lanka,1966,2300.0,South Asia,H
St. Kitts and Nevis,1966,1960.0,Latin America & Caribbean,
St. Lucia,1966,1810.0,Latin America & Caribbean,H
St. Vincent and the Grenadines,1966,2110.0,Latin America & Caribbean,M
Sudan,1966,1620.0,Sub-Saharan Africa,M
Suriname,1966,2120.0,Latin America & Caribbean,M
Swaziland,1966,2160.0,Sub-Saharan Africa,L
Sweden,1966,2880.0,Europe & Central Asia,H
Switzerland,1966,3440.0,Europe & Central Asia,H
Tajikistan,1966,,Europe & Central Asia,M
Tanzania,1966,1820.0,Sub-Saharan Africa,L
Thailand,1966,2280.0,East Asia & Pacific,H
Timor-Leste,1966,1770.0,East Asia & Pacific,M
Togo,1966,2230.0,Sub-Saharan Africa,L
Trinidad and Tobago,1966,2430.0,Latin America & Caribbean,H
Tunisia,1966,2300.0,Middle East & North Africa,H
Turkey,1966,3100.0,Europe & Central Asia,H
Turkmenistan,1966,,Europe & Central Asia,M
Uganda,1966,2180.0,Sub-Saharan Africa,L
Ukraine,1966,,Europe & Central Asia,M
United Arab Emirates,1966,2690.0,Middle East & North Africa,H
United Kingdom,1966,3240.0,Europe & Central Asia,H
United States,1966,2950.0,North America,H
Uruguay,1966,2740.0,Latin America & Caribbean,H
Uzbekistan,1966,,Europe & Central Asia,M
Vanuatu,1966,2500.0,East Asia & Pacific,L
Venezuela,1966,2220.0,Latin America & Caribbean,H
Vietnam,1966,1920.0,East Asia & Pacific,H
Yemen,1966,1850.0,Middle East & North Africa,M
Zambia,1966,2180.0,Sub-Saharan Africa,L
Zimbabwe,1966,2150.0,Sub-Saharan Africa,L
Afghanistan,1967,2970.0,South Asia,L
Albania,1967,2260.0,Europe & Central Asia,H
Algeria,1967,1650.0,Middle East & North Africa,H
Angola,1967,1920.0,Sub-Saharan Africa,L
Antigua and Barbuda,1967,1960.0,Latin America & Caribbean,H
Argentina,1967,3220.0,Latin America & Caribbean,H
Armenia,1967,,Europe & Central Asia,H
Australia,1967,3110.0,East Asia & Pacific,H
Austria,1967,3190.0,Europe & Central Asia,H
Azerbaijan,1967,,Europe & Central Asia,M
Bahamas,1967,2500.0,,H
Bangladesh,1967,1970.0,South Asia,M
Barbados,1967,2810.0,Latin America & Caribbean,H
Belarus,1967,,Europe & Central Asia,H
Belgium,1967,,Europe & Central Asia,H
Belize,1967,2290.0,Latin America & Caribbean,M
Benin,1967,1830.0,Sub-Saharan Africa,L
Bolivia,1967,1890.0,Latin America & Caribbean,M
Bosnia and Herzegovina,1967,,Europe & Central Asia,H
Botswana,1967,2010.0,Sub-Saharan Africa,L
Brazil,1967,2370.0,Latin America & Caribbean,H
Brunei,1967,2290.0,East Asia & Pacific,H
Bulgaria,1967,3450.0,Europe & Central Asia,H
Burkina Faso,1967,1590.0,Sub-Saharan Africa,L
Cambodia,1967,1970.0,East Asia & Pacific,M
