country,year,food_supply,region
Jordan,1998,2730.0,Middle East & North Africa
Kuwait,1998,3360.0,Middle East & North Africa
Lebanon,1998,3370.0,Middle East & North Africa
Malta,1998,3350.0,Middle East & North Africa
Morocco,1998,3150.0,Middle East & North Africa
Oman,1998,2540.0,Middle East & North Africa
Saudi Arabia,1998,3010.0,Middle East & North Africa
Tunisia,1998,3300.0,Middle East & North Africa
United Arab Emirates,1998,3310.0,Middle East & North Africa
Yemen,1998,2070.0,Middle East & North Africa
Algeria,1999,2840.0,Middle East & North Africa
Djibouti,1999,1900.0,Middle East & North Africa
Egypt,1999,3360.0,Middle East & North Africa
Iran,1999,3090.0,Middle East & North Africa
Iraq,1999,2150.0,Middle East & North Africa
Israel,1999,3480.0,Middle East & North Africa
Jordan,1999,2660.0,Middle East & North Africa
Kuwait,1999,3400.0,Middle East & North Africa
Lebanon,1999,3380.0,Middle East & North Africa
Malta,1999,3370.0,Middle East & North Africa
Morocco,1999,3080.0,Middle East & North Africa
Oman,1999,2630.0,Middle East & North Africa
Saudi Arabia,1999,3070.0,Middle East & North Africa
Tunisia,1999,3370.0,Middle East & North Africa
United Arab Emirates,1999,3380.0,Middle East & North Africa
Yemen,1999,2080.0,Middle East & North Africa
Algeria,2000,2810.0,Middle East & North Africa
Djibouti,2000,1990.0,Middle East & North Africa
Egypt,2000,3370.0,Middle East & North Africa
Iran,2000,3050.0,Middle East & North Africa
Iraq,2000,2180.0,Middle East & North Africa
Israel,2000,3550.0,Middle East & North Africa
Jordan,2000,2730.0,Middle East & North Africa
Kuwait,2000,3440.0,Middle East & North Africa
Lebanon,2000,3290.0,Middle East & North Africa
Malta,2000,3330.0,Middle East & North Africa
Morocco,2000,3060.0,Middle East & North Africa
Oman,2000,2590.0,Middle East & North Africa
Saudi Arabia,2000,3110.0,Middle East & North Africa
Tunisia,2000,3250.0,Middle East & North Africa
United Arab Emirates,2000,3300.0,Middle East & North Africa
Yemen,2000,2090.0,Middle East & North Africa
Algeria,2001,2890.0,Middle East & North Africa
Djibouti,2001,1980.0,Middle East & North Africa
Egypt,2001,3410.0,Middle East & North Africa
Iran,2001,3040.0,Middle East & North Africa
Iraq,2001,2250.0,Middle East & North Africa
Israel,2001,3600.0,Middle East & North Africa
Jordan,2001,2840.0,Middle East & North Africa
Kuwait,2001,3480.0,Middle East & North Africa
Lebanon,2001,3320.0,Middle East & North Africa
Malta,2001,3340.0,Middle East & North Africa
Morocco,2001,3120.0,Middle East & North Africa
Oman,2001,2680.0,Middle East & North Africa
Saudi Arabia,2001,3080.0,Middle East & North Africa
Tunisia,2001,3260.0,Middle East & North Africa
United Arab Emirates,2001,3320.0,Middle East & North Africa
Yemen,2001,2070.0,Middle East & North Africa
Algeria,2002,2930.0,Middle East & North Africa
Djibouti,2002,2050.0,Middle East & North Africa
Egypt,2002,3430.0,Middle East & North Africa
Iran,2002,3030.0,Middle East & North Africa
Iraq,2002,2270.0,Middle East & North Africa
Israel,2002,3700.0,Middle East & North Africa
Jordan,2002,2940.0,Middle East & North Africa
Kuwait,2002,3450.0,Middle East & North Africa
Lebanon,2002,3270.0,Middle East & North Africa
Malta,2002,3340.0,Middle East & North Africa
Morocco,2002,3150.0,Middle East & North Africa
Oman,2002,2630.0,Middle East & North Africa
Saudi Arabia,2002,3020.0,Middle East & North Africa
Tunisia,2002,3190.0,Middle East & North Africa
United Arab Emirates,2002,3360.0,Middle East & North Africa
Yemen,2002,2080.0,Middle East & North Africa
Algeria,2003,2970.0,Middle East & North Africa
Djibouti,2003,2090.0,Middle East & North Africa
Egypt,2003,3380.0,Middle East & North Africa
Iran,2003,3040.0,Middle East & North Africa
Iraq,2003,2250.0,Middle East & North Africa
Israel,2003,3580.0,Middle East & North Africa
Jordan,2003,3080.0,Middle East & North Africa
Kuwait,2003,3500.0,Middle East & North Africa
Lebanon,2003,3200.0,Middle East & North Africa
Malta,2003,3370.0,Middle East & North Africa
Morocco,2003,3200.0,Middle East & North Africa
Oman,2003,2630.0,Middle East & North Africa
Saudi Arabia,2003,3000.0,Middle East & North Africa
Tunisia,2003,3240.0,Middle East & North Africa
United Arab Emirates,2003,3340.0,Middle East & North Africa
Yemen,2003,2070.0,Middle East & North Africa
Algeria,2004,2990.0,Middle East & North Africa
Djibouti,2004,2140.0,Middle East & North Africa
Egypt,2004,3310.0,Middle East & North Africa
Iran,2004,3090.0,Middle East & North Africa
Iraq,2004,2370.0,Middle East & North Africa
Israel,2004,3620.0,Middle East & North Africa
Jordan,2004,3120.0,Middle East & North Africa
Kuwait,2004,3510.0,Middle East & North Africa
Lebanon,2004,3180.0,Middle East & North Africa
Malta,2004,3370.0,Middle East & North Africa
Morocco,2004,3260.0,Middle East & North Africa
Oman,2004,2660.0,Middle East & North Africa
Saudi Arabia,2004,2960.0,Middle East & North Africa
Tunisia,2004,3250.0,Middle East & North Africa
United Arab Emirates,2004,3290.0,Middle East & North Africa
Yemen,2004,2070.0,Middle East & North Africa
Algeria,2005,2960.0,Middle East & North Africa
Djibouti,2005,2270.0,Middle East & North Africa
Egypt,2005,3370.0,Middle East & North Africa
Iran,2005,3070.0,Middle East & North Africa
Iraq,2005,2350.0,Middle East & North Africa
Israel,2005,3630.0,Middle East & North Africa
Jordan,2005,3120.0,Middle East & North Africa
Kuwait,2005,3580.0,Middle East & North Africa
Lebanon,2005,3120.0,Middle East & North Africa
Malta,2005,3370.0,Middle East & North Africa
Morocco,2005,3210.0,Middle East & North Africa
Oman,2005,2720.0,Middle East & North Africa
Saudi Arabia,2005,2990.0,Middle East & North Africa
Tunisia,2005,3220.0,Middle East & North Africa
United Arab Emirates,2005,3210.0,Middle East & North Africa
Yemen,2005,2090.0,Middle East & North Africa
Algeria,2006,3050.0,Middle East & North Africa
Djibouti,2006,2310.0,Middle East & North Africa
Egypt,2006,3390.0,Middle East & North Africa
Iran,2006,3000.0,Middle East & North Africa
Iraq,2006,2370.0,Middle East & North Africa
Israel,2006,3620.0,Middle East & North Africa
Jordan,2006,3150.0,Middle East & North Africa
Kuwait,2006,3590.0,Middle East & North Africa
Lebanon,2006,3130.0,Middle East & North Africa
Malta,2006,3370.0,Middle East & North Africa
Morocco,2006,3270.0,Middle East & North Africa
Oman,2006,2770.0,Middle East & North Africa
Saudi Arabia,2006,3050.0,Middle East & North Africa
Tunisia,2006,3270.0,Middle East & North Africa
United Arab Emirates,2006,3200.0,Middle East & North Africa
Yemen,2006,2120.0,Middle East & North Africa
Algeria,2007,3040.0,Middle East & North Africa
Djibouti,2007,2410.0,Middle East & North Africa
Egypt,2007,3450.0,Middle East & North Africa
Iran,2007,3030.0,Middle East & North Africa
Iraq,2007,2380.0,Middle East & North Africa
Israel,2007,3530.0,Middle East & North Africa
Jordan,2007,3120.0,Middle East & North Africa
Kuwait,2007,3570.0,Middle East & North Africa
Lebanon,2007,3180.0,Middle East & North Africa
Malta,2007,3370.0,Middle East & North Africa
Morocco,2007,3250.0,Middle East & North Africa
Oman,2007,2830.0,Middle East & North Africa
Saudi Arabia,2007,3050.0,Middle East & North Africa
Tunisia,2007,3250.0,Middle East & North Africa
United Arab Emirates,2007,3190.0,Middle East & North Africa
Yemen,2007,2160.0,Middle East & North Africa
Algeria,2008,3050.0,Middle East & North Africa
Djibouti,2008,2450.0,Middle East & North Africa
Egypt,2008,3490.0,Middle East & North Africa
Iran,2008,3010.0,Middle East & North Africa
Iraq,2008,2360.0,Middle East & North Africa
Israel,2008,3520.0,Middle East & North Africa
Jordan,2008,3070.0,Middle East & North Africa
Kuwait,2008,3510.0,Middle East & North Africa
Lebanon,2008,3130.0,Middle East & North Africa
Malta,2008,3370.0,Middle East & North Africa
Morocco,2008,3270.0,Middle East & North Africa
Oman,2008,2940.0,Middle East & North Africa
Saudi Arabia,2008,3010.0,Middle East & North Africa
Tunisia,2008,3300.0,Middle East & North Africa
United Arab Emirates,2008,3150.0,Middle East & North Africa
Yemen,2008,2130.0,Middle East & North Africa
Algeria,2009,3110.0,Middle East & North Africa
Djibouti,2009,2470.0,Middle East & North Africa
Egypt,2009,3440.0,Middle East & North Africa
Iran,2009,3060.0,Middle East & North Africa
Iraq,2009,2440.0,Middle East & North Africa
Israel,2009,3510.0,Middle East & North Africa
Jordan,2009,3100.0,Middle East & North Africa
Kuwait,2009,3470.0,Middle East & North Africa
Lebanon,2009,3140.0,Middle East & North Africa
Malta,2009,3380.0,Middle East & North Africa
Morocco,2009,3290.0,Middle East & North Africa
Oman,2009,3030.0,Middle East & North Africa
Saudi Arabia,2009,3010.0,Middle East & North Africa
Tunisia,2009,3340.0,Middle East & North Africa
United Arab Emirates,2009,3170.0,Middle East & North Africa
Yemen,2009,2160.0,Middle East & North Africa
Algeria,2010,3140.0,Middle East & North Africa
Djibouti,2010,2470.0,Middle East & North Africa
Egypt,2010,3510.0,Middle East & North Africa
Iran,2010,3090.0,Middle East & North Africa
Iraq,2010,2510.0,Middle East & North Africa
Israel,2010,3540.0,Middle East & North Africa
Jordan,2010,3100.0,Middle East & North Africa
Kuwait,2010,3460.0,Middle East & North Africa
Lebanon,2010,3160.0,Middle East & North Africa
Malta,2010,3390.0,Middle East & North Africa
Morocco,2010,3290.0,Middle East & North Africa
Oman,2010,3060.0,Middle East & North Africa
Saudi Arabia,2010,3120.0,Middle East & North Africa
Tunisia,2010,3330.0,Middle East & North Africa
United Arab Emirates,2010,3160.0,Middle East & North Africa
Yemen,2010,2200.0,Middle East & North Africa
Algeria,2011,3220.0,Middle East & North Africa
Djibouti,2011,2500.0,Middle East & North Africa
Egypt,2011,3550.0,Middle East & North Africa
Iran,2011,3050.0,Middle East & North Africa
Iraq,2011,2490.0,Middle East & North Africa
Israel,2011,3550.0,Middle East & North Africa
Jordan,2011,3140.0,Middle East & North Africa
Kuwait,2011,3470.0,Middle East & North Africa
Lebanon,2011,3130.0,Middle East & North Africa
Malta,2011,3370.0,Middle East & North Africa
Morocco,2011,3350.0,Middle East & North Africa
Oman,2011,3080.0,Middle East & North Africa
Saudi Arabia,2011,3100.0,Middle East & North Africa
Tunisia,2011,3360.0,Middle East & North Africa
United Arab Emirates,2011,3210.0,Middle East & North Africa
Yemen,2011,2210.0,Middle East & North Africa
Algeria,2012,3270.0,Middle East & North Africa
Djibouti,2012,2550.0,Middle East & North Africa
Egypt,2012,3560.0,Middle East & North Africa
Iran,2012,3060.0,Middle East & North Africa
Iraq,2012,2530.0,Middle East & North Africa
Israel,2012,3600.0,Middle East & North Africa
Jordan,2012,3140.0,Middle East & North Africa
Kuwait,2012,3440.0,Middle East & North Africa
Lebanon,2012,3090.0,Middle East & North Africa
Malta,2012,3380.0,Middle East & North Africa
Morocco,2012,3370.0,Middle East & North Africa
Oman,2012,3120.0,Middle East & North Africa
Saudi Arabia,2012,3270.0,Middle East & North Africa
Tunisia,2012,3390.0,Middle East & North Africa
United Arab Emirates,2012,3230.0,Middle East & North Africa
Yemen,2012,2230.0,Middle East & North Africa
Algeria,2013,3300.0,Middle East & North Africa
Djibouti,2013,2610.0,Middle East & North Africa
Egypt,2013,3520.0,Middle East & North Africa
Iran,2013,3090.0,Middle East & North Africa
Iraq,2013,2550.0,Middle East & North Africa
Israel,2013,3610.0,Middle East & North Africa
Jordan,2013,3100.0,Middle East & North Africa
Kuwait,2013,3500.0,Middle East & North Africa
Lebanon,2013,3070.0,Middle East & North Africa
Malta,2013,3380.0,Middle East & North Africa
Morocco,2013,3400.0,Middle East & North Africa
Oman,2013,3140.0,Middle East & North Africa
Saudi Arabia,2013,3260.0,Middle East & North Africa
Tunisia,2013,3350.0,Middle East & North Africa
United Arab Emirates,2013,3280.0,Middle East & North Africa
Yemen,2013,2220.0,Middle East & North Africa
